Mean performance on the last batch at each run 
PMAUC, WAUC, EWAUC, G-mean 
0.7237044595875032, 0.5003584773833594, 0.6276996924838222, 0.0, 
0.7172389364254427, 0.49397214720606664, 0.6176780844721906, 0.0, 
0.7170441899100038, 0.4665292965571279, 0.6169768194583486, 0.0, 
0.721842914964026, 0.4848463550270837, 0.6281716732884549, 0.0, 
0.7168237606770375, 0.489803246360168, 0.6175479590638617, 0.0, 
0.7175457712230994, 0.49385427978358093, 0.6195403532495775, 0.0, 
0.7178950996144523, 0.4940342878098622, 0.6209543610977527, 0.0, 
0.7180507729555404, 0.4942813650215359, 0.6197522220798187, 0.0, 
0.7301062263964546, 0.49663064781730254, 0.626959551208092, 0.0, 
0.7239155048701064, 0.5000623892232744, 0.6312747564761669, 0.0, 
0.7236748414088601, 0.5001371375553884, 0.6286948483200728, 0.0, 
0.7175429988464516, 0.49383892842206534, 0.6198405186398563, 0.0, 
0.7175030394196115, 0.49377659780311817, 0.6195283084521576, 0.0, 
0.7171591306946827, 0.49124100791606745, 0.6183579812984863, 0.0, 
0.7551298015608349, 0.5666318559298185, 0.6652833921105847, 0.0, 
0.7180451609699886, 0.4949018138186653, 0.6153574667016661, 0.0, 
0.7178282751423116, 0.4939991572201956, 0.6206014311782077, 0.0, 
0.7272160754402714, 0.5029460886575776, 0.6409638802628913, 0.0, 
0.7071946018039816, 0.48690314774722787, 0.6052932348272021, 0.0, 
0.7176256131452844, 0.49387583547120684, 0.6201648975202577, 0.0, 
0.7176670919237943, 0.49381029124636905, 0.6202475387618447, 0.0, 
0.7177265573717968, 0.4938725990537111, 0.6203505295294113, 0.0, 
0.7069042289741722, 0.45092836888691845, 0.6128124384862308, 0.0, 
0.7562208222480742, 0.6027534810756925, 0.6541018742464091, 0.0, 
0.7166864208581802, 0.48967704698115166, 0.6169474793098954, 0.0, 
0.7221927801288045, 0.49270468389059374, 0.6274016177872721, 0.0, 
0.7070718065126868, 0.4869378181923852, 0.6048027644555694, 0.0, 
0.7176860804091258, 0.49387529627809496, 0.6203866128723426, 0.0, 
0.7180547601734791, 0.494094934040029, 0.62033219112762, 0.0, 
0.7463049595051157, 0.513704917265856, 0.6547932259994251, 0.0, 
0.7179446208248912, 0.49422771322567305, 0.6197788001087836, 0.0, 
0.7239155048701064, 0.5000623892232744, 0.6312747564761669, 0.0, 
0.717599641370676, 0.4940255856647704, 0.6189752812901007, 0.0, 
0.7358939242802126, 0.5042900343367929, 0.635727393556886, 0.0, 
0.7180421289485346, 0.4942350678710813, 0.6202074249187505, 0.0, 
0.7176792575768021, 0.4938572662017202, 0.6206530681886928, 0.0, 
0.7070938567563072, 0.4868959446308315, 0.6070429510246201, 0.0, 
0.7439389794354113, 0.548275001899736, 0.648809829122167, 0.0, 
0.7145611315914928, 0.49299544306293713, 0.6102707675085675, 0.0, 
0.7180460728314678, 0.4941394253583388, 0.6203420460787151, 0.0, 
0.7498403314601751, 0.5295419561747521, 0.6645418488417286, 0.0, 
0.7175420490318536, 0.49382532480863695, 0.6195066139597161, 0.0, 
0.73150340522829, 0.4971322246910529, 0.63132443482813, 0.0, 
0.724914946361895, 0.5028073332888675, 0.6318006601061581, 0.0, 
0.7173603909245841, 0.49409455567117416, 0.6179293105174415, 0.0, 
0.7191245959022018, 0.4940278641647081, 0.6220760251104349, 0.0, 
0.7269899090807961, 0.47650562188209455, 0.6318668241908862, 0.0, 
0.7177786525114244, 0.4943609809040061, 0.6185790244929984, 0.0, 
0.7239155048701064, 0.5000623892232744, 0.6312747564761669, 0.0, 
0.732070092508396, 0.5146497859634213, 0.6484945810993236, 0.0, 
