Mean performance on the last batch at each run 
PMAUC, WAUC, EWAUC, G-mean 
0.4359528119774173, 0.4537754138307254, 0.4455150971936301, 0.0, 
0.5611732262084933, 0.5411231214887852, 0.5623687332908003, 0.0, 
0.5851945808836995, 0.6284743649935, 0.5873941781910754, 0.0, 
0.45307493667475396, 0.4637091944390777, 0.46204411835369014, 0.0, 
0.4801393818058847, 0.5027964503149955, 0.48438099214907043, 0.0, 
0.47163712212389935, 0.49128829502242766, 0.4706270497357086, 0.0, 
0.4909952895030643, 0.49338442486934203, 0.492541587349055, 0.0, 
0.4978431854402215, 0.5048021724630632, 0.501346423573752, 0.0, 
0.4914641302667931, 0.5035832987959828, 0.4936807664011829, 0.0, 
0.5336626153456328, 0.5438709112849858, 0.5244914763572442, 0.0, 
