Mean performance on the last batch at each run 
PMAUC, WAUC, EWAUC, G-mean 
0.5277656504232648, 0.4930600666839872, 0.4942597719419748, 0.0, 
0.5397200518864269, 0.4848502487658376, 0.5226921269996676, 0.0, 
0.5269318884321361, 0.4185356533691307, 0.4958421813634346, 0.0, 
0.6247516553993773, 0.5998383441739839, 0.609421162652971, 0.0, 
0.5547361443355772, 0.4663253130400127, 0.5102565249802907, 0.0, 
0.5369976483015281, 0.5166145531256913, 0.5292950638632881, 0.0, 
0.5943731921764928, 0.5694998875312964, 0.5822162710815769, 0.0, 
0.551972905734431, 0.5160198860435425, 0.5376499401668969, 0.0, 
0.6173766211430974, 0.58828632222766, 0.6004772595665857, 0.0, 
0.5127874077599086, 0.5043640957377324, 0.48746815864564225, 0.0, 
