Mean performance on the last batch at each run 
PMAUC, WAUC, EWAUC, G-mean 
0.5128634770490935, 0.46374399242473824, 0.5051146878785515, 0.0, 
0.5216699429963403, 0.4872602862786421, 0.5175957944251953, 0.0, 
0.5107941606418769, 0.5079195381724722, 0.5164160329345848, 0.0, 
0.5588514917678421, 0.5034315707344404, 0.5561711494720648, 0.0, 
0.531510069960142, 0.4996846997832804, 0.5240929861522187, 0.0, 
0.5497920187391038, 0.4948966134056892, 0.5391277268902044, 0.0, 
0.5782123147398188, 0.5209829334816712, 0.5617495253072472, 0.0, 
0.495188672291311, 0.46989360465575986, 0.47287165224705396, 0.0, 
0.5433297104551918, 0.5227687271369659, 0.530754471393557, 0.0, 
0.5096949627340764, 0.4441910808627276, 0.5083908451003047, 0.0, 
