Mean performance on the last batch at each run 
PMAUC, WAUC, EWAUC, G-mean 
0.537642498708132, 0.5356655983443204, 0.5479010001205915, 0.0, 
0.4639223109434019, 0.46110375329365716, 0.4599077779156243, 0.0, 
0.4818528781954152, 0.4710532339121742, 0.4832765672865022, 0.0, 
0.6648030487279908, 0.6955090845358128, 0.6704125719502836, 0.0, 
0.51029853080333, 0.5179143334925108, 0.5108568285299352, 0.0, 
0.4804167443446689, 0.4720479017736836, 0.48457581132882394, 0.0, 
0.47659971492250947, 0.4730759646059274, 0.48216798536363614, 0.0, 
0.46217915567849516, 0.4666763260719436, 0.46487576423057525, 0.0, 
0.4923960248203953, 0.4861237324150805, 0.49795734845222345, 0.0, 
0.49614811805318326, 0.5085124912908726, 0.5047184735929504, 0.0, 
