Mean performance on the last batch at each run 
PMAUC, WAUC, EWAUC, G-mean 
0.47852123743844516, 0.4780200970186604, 0.48462599857578287, 0.0, 
0.5378819966934016, 0.5565246447720108, 0.5452234648915788, 0.0, 
0.5410816574952164, 0.5500256974597, 0.5458963338503355, 0.0, 
0.52484709498099, 0.5069515452924995, 0.5200052350361574, 0.0, 
0.5134446584902165, 0.49188480396722817, 0.5183364303684234, 0.0, 
0.5166114110806405, 0.5409891789946059, 0.5220469833711777, 0.0, 
0.4909899709433805, 0.48532761840709443, 0.4959712423346399, 0.0, 
0.5155737658386552, 0.5107141564182945, 0.5149612238328544, 0.0, 
0.4826298989615452, 0.47932760630730703, 0.48694549106791, 0.0, 
0.5901950106975168, 0.5963472923674904, 0.5925323033926296, 0.0, 
