Mean performance on the last batch at each run 
PMAUC, WAUC, EWAUC, G-mean 
0.5141145517898968, 0.4695707395365968, 0.5062008641974909, 0.0, 
0.5435329948420211, 0.506669364465692, 0.5359667740935398, 0.0, 
0.5099823795345837, 0.5065936294796926, 0.5159305225198153, 0.0, 
0.5627538144014892, 0.5040974835024286, 0.563378327966811, 0.0, 
0.5195050472321527, 0.48617257689809606, 0.5280838952769389, 0.0, 
0.5444103795744416, 0.5021703969695346, 0.5378426781798239, 0.0, 
0.5423200399794101, 0.4873751656805247, 0.5286954006062932, 0.0, 
0.4951564943506821, 0.46968476128255415, 0.47286289939785786, 0.0, 
0.5517568031287704, 0.5314552684542696, 0.5401699267463341, 0.0, 
0.5075212926173768, 0.44290509509830145, 0.5065864184018364, 0.0, 
