Mean performance on the last batch at each run 
PMAUC, WAUC, EWAUC, G-mean 
0.5771799667506303, 0.5686739114053455, 0.5699957307209319, 0.0, 
0.5011235511093096, 0.5022441439283818, 0.49306463806107315, 0.0, 
0.4820202639501318, 0.4505496779824879, 0.46440946122950205, 0.0, 
0.4921206520848599, 0.4589149653310663, 0.4792590220563974, 0.0, 
0.5259271180213435, 0.4938181552637551, 0.5089635943800119, 0.0, 
0.49798497228034905, 0.4631841359452853, 0.49459878810449726, 0.0, 
0.4723223728475455, 0.44053815301181376, 0.46492365304494937, 0.0, 
0.4822647571497521, 0.4535029180235155, 0.46067010248133794, 0.0, 
0.48229088159675704, 0.4520527812341419, 0.47858728980444293, 0.0, 
0.5190144929422208, 0.4639724046285799, 0.5037214629221359, 0.0, 
