Mean performance on the last batch at each run 
PMAUC, WAUC, EWAUC, G-mean 
0.5921511633219001, 0.552637694273388, 0.548419562841941, 0.0, 
0.5750069127390771, 0.5060736286162125, 0.5225557224092894, 0.0, 
0.5533443767166388, 0.5040778910432326, 0.5379879511591951, 0.0, 
0.5646175298381003, 0.4572885237787946, 0.5045839121465494, 0.0, 
0.5306288533838258, 0.4716988349783752, 0.4746360485730606, 0.0, 
0.6534891858712519, 0.6629207382164742, 0.6226406357872952, 0.0, 
0.6024613016203575, 0.5297037261143079, 0.5737142707584374, 0.0, 
0.6074928791025997, 0.6025302699570464, 0.5660520089617825, 0.0, 
0.5840002884130081, 0.4996203502394211, 0.5580475817359835, 0.0, 
0.5414043454715254, 0.47222610719778657, 0.48753371620210306, 0.0, 
