Mean performance on the last batch at each run 
PMAUC, WAUC, EWAUC, G-mean 
0.4854285520232268, 0.4395255598638298, 0.4759039415410432, 0.0, 
0.4803295922358271, 0.4457587012830799, 0.46764980738528633, 0.0, 
0.49600572681689653, 0.47157171132106035, 0.4910325935669593, 0.0, 
0.5188692870081747, 0.5066173064629524, 0.5152691216498599, 0.0, 
0.48415442184194385, 0.47094429379243447, 0.45871691204110254, 0.0, 
0.509629899714098, 0.5054858166115872, 0.5078337819302358, 0.0, 
0.5046626586762274, 0.4977256666666434, 0.5018813839098201, 0.0, 
0.5268844321709187, 0.5179559641061222, 0.5142489077317013, 0.0, 
0.48350663101613156, 0.44042952458697265, 0.47302920758725747, 0.0, 
0.4947932807051741, 0.4483265120723359, 0.4828405750472236, 0.0, 
