Mean performance on the last batch at each run 
PMAUC, WAUC, EWAUC, G-mean 
0.4990813865129406, 0.5060880613649926, 0.504462016137581, 0.0, 
0.4837097866079414, 0.4860898938452105, 0.48370721518718635, 0.0, 
0.4832261932878969, 0.4721886967711896, 0.4842464397646926, 0.0, 
0.6676152372111915, 0.6969093527556961, 0.6735594559539534, 0.0, 
0.508471623173331, 0.5178172081878633, 0.5096724766390701, 0.0, 
0.444758806192484, 0.47001022140339976, 0.44308302036813263, 0.0, 
0.45280982832951616, 0.449472938010691, 0.4556742233058722, 0.0, 
0.4818491268563373, 0.48287761775630833, 0.47820392872337686, 0.0, 
0.5036928596893755, 0.4992012447800337, 0.5044413642518176, 0.0, 
0.4966869060451841, 0.5087276149645046, 0.5048588627352711, 0.0, 
