Mean performance on the last batch at each run 
PMAUC, WAUC, EWAUC, G-mean 
0.609399898303454, 0.46883894214611166, 0.5688669536253614, 0.0, 
0.6412156486062364, 0.5075978091895271, 0.6050574511610195, 0.0, 
0.6387220369488354, 0.5193062685262673, 0.5995880943115983, 0.0, 
0.6232032986818604, 0.48810968573557706, 0.5844962293696379, 0.0, 
0.6291298323112855, 0.5246877173458885, 0.5912428868821534, 0.0, 
0.6178338052026421, 0.4721982916672948, 0.5735914655830462, 0.0, 
0.6292140254168556, 0.507093675950734, 0.593745605520025, 0.0, 
0.6183548874744089, 0.46719788232638093, 0.5771261850360496, 0.0, 
0.6301717186192582, 0.5074797401433978, 0.5910696143766087, 0.0, 
0.6205090437780793, 0.49616261918029786, 0.5881974570442986, 0.0, 
