Mean performance on the last batch at each run 
PMAUC, WAUC, EWAUC, G-mean 
0.5599447226727925, 0.49974011386762135, 0.5154974511370622, 0.0, 
0.5758811279716687, 0.5178813669511843, 0.5326661412726482, 0.0, 
0.6028048293230249, 0.5200310268209982, 0.5609786122044403, 0.0, 
0.5970869137072974, 0.4896584651447803, 0.5579050291206592, 0.0, 
0.5598894275687272, 0.5518587019489551, 0.5232532071951744, 0.0, 
0.5953875383422974, 0.5016492591452995, 0.5517451410672627, 0.0, 
0.5608662611520914, 0.4835758970728322, 0.5045641599430513, 0.0, 
0.6164573693094976, 0.5619150877769965, 0.5758328173657659, 0.0, 
0.5871790879402833, 0.5292566151574029, 0.5413597896550291, 0.0, 
0.60072889567884, 0.5065504074150379, 0.547024152256398, 0.0, 
