Mean performance on the last batch at each run 
PMAUC, WAUC, EWAUC, G-mean 
0.4833104348097557, 0.47614151349959716, 0.4899070871177325, 0.0, 
0.495652778102252, 0.5052701665892491, 0.5009212999856876, 0.0, 
0.5151345539660475, 0.5213398949493867, 0.5242971246357124, 0.0, 
0.4905481738135106, 0.48157621089951236, 0.49367309906127566, 0.0, 
0.45648013294819256, 0.4462619510397199, 0.46495150370852123, 0.0, 
0.4862454064197309, 0.4749977453250941, 0.4931578677142059, 0.0, 
0.47683869996379447, 0.4724939099441134, 0.48212593933800413, 0.0, 
0.5157181693256325, 0.5157034676693601, 0.5179280428761646, 0.0, 
0.499104478184455, 0.4894452334163953, 0.5043755884392704, 0.0, 
0.4814198467759935, 0.49554218856713195, 0.4902289036978894, 0.0, 
