Mean performance on the last batch at each run 
PMAUC, WAUC, EWAUC, G-mean 
0.6288312409209081, 0.5040740770516567, 0.6014980540829541, 0.0, 
0.6412156486062364, 0.5075978091895271, 0.6050574511610195, 0.0, 
0.6155241817602156, 0.4823523616205181, 0.5877930280778865, 0.0, 
0.6232032986818604, 0.48810968573557706, 0.5844962293696379, 0.0, 
0.6277957884934207, 0.49208385307555946, 0.5933676772770408, 0.0, 
0.6611562746235891, 0.5610883586883536, 0.631755581213967, 0.0, 
0.6292140254168556, 0.507093675950734, 0.593745605520025, 0.0, 
0.6203048168659688, 0.4639956469410639, 0.5783689473828385, 0.0, 
0.6301717186192582, 0.5074797401433978, 0.5910696143766087, 0.0, 
0.625211657142484, 0.5388358407110971, 0.589352586221321, 0.0, 
