Mean performance on the last batch at each run 
PMAUC, WAUC, EWAUC, G-mean 
0.4838982435399957, 0.46490382120107826, 0.4818920342089618, 0.0, 
0.47720564950787586, 0.4651304834824755, 0.47806132609541985, 0.0, 
0.48941848930308024, 0.4623602275192576, 0.4882838086191278, 0.0, 
0.5161753066435536, 0.5107237730605664, 0.5157104919590001, 0.0, 
0.4540728548241666, 0.44700987944013454, 0.4527177124666611, 0.0, 
0.45614622469860455, 0.4511858634822034, 0.4552385526489926, 0.0, 
0.479035573721296, 0.4690670611499071, 0.477787088711546, 0.0, 
0.49503875675442977, 0.46751972068817466, 0.49595478077289934, 0.0, 
0.4940251073468189, 0.47878430813521133, 0.4933818727587324, 0.0, 
0.5223786380257281, 0.5208370228329179, 0.5248964503424347, 0.0, 
