Mean performance on the last batch at each run 
PMAUC, WAUC, EWAUC, G-mean 
0.5615949806729916, 0.4835207737947249, 0.5542362452997123, 0.0, 
0.5231087123176774, 0.4836481648057124, 0.5155238947012748, 0.0, 
0.576991438018739, 0.5220701629467692, 0.5629208032768729, 0.0, 
0.5727807609344975, 0.5218529481330011, 0.5728306906645174, 0.0, 
0.5854381559930482, 0.5310756264704668, 0.5739628553683893, 0.0, 
0.5792148291072952, 0.5312166274624802, 0.5753138110320876, 0.0, 
0.5714891735326018, 0.5120473200113715, 0.5678153430483002, 0.0, 
0.5839723282147442, 0.537685188256194, 0.5794080884966211, 0.0, 
0.5588014973808477, 0.5104863659932838, 0.5562427757691434, 0.0, 
0.5422396894753155, 0.49405595557062565, 0.5375490452058319, 0.0, 
