Mean performance on the last batch at each run 
PMAUC, WAUC, EWAUC, G-mean 
0.5568435105725014, 0.5691680892593055, 0.5632574119519317, 0.0, 
0.5354640452593227, 0.5609214929664359, 0.5363540698708082, 0.0, 
0.4874908953672644, 0.500244611094805, 0.49106555199195834, 0.0, 
0.495643029280102, 0.498816388521735, 0.4972174938248778, 0.0, 
0.626980098713898, 0.6533707595337878, 0.6324902068271826, 0.0, 
0.5186744318394767, 0.5122843677331392, 0.5218835263810301, 0.0, 
0.5017945476019983, 0.5133626791434591, 0.504661850588808, 0.0, 
0.5354917570504546, 0.5319700889365301, 0.53765206541027, 0.0, 
0.6265626676832727, 0.6513562482411761, 0.6344185031557247, 0.0, 
0.5001128614230194, 0.5284762110722737, 0.5005426424256804, 0.0, 
