Mean performance on the last batch at each run 
PMAUC, WAUC, EWAUC, G-mean 
0.7339006727221221, 0.5829428017925599, 0.654443046765218, 0.0, 
0.7171518569182906, 0.5327996190419028, 0.6368012848322133, 0.0, 
0.7046777202896725, 0.5205645986534163, 0.619545376277018, 0.0, 
0.7086084942229708, 0.5263582720193835, 0.6306189325655964, 0.0, 
0.6651855904398797, 0.4163754917142077, 0.5701279756053242, 0.0, 
0.688625006933799, 0.5139080398779757, 0.5998628103554301, 0.0, 
0.670623031989232, 0.4303433769698236, 0.5794675053195876, 0.0, 
0.7088017938992561, 0.5393191012584244, 0.6251583122256369, 0.0, 
0.6933861877413338, 0.48303438500474344, 0.5990361030581522, 0.0, 
0.7061156404993558, 0.5189892560449262, 0.6230626034815896, 0.0, 
0.7349491034672057, 0.5579331733297828, 0.659677245900879, 0.0, 
0.6832720479831762, 0.4770507673458556, 0.5846814453714366, 0.0, 
0.7202432513867061, 0.5137426290172308, 0.6390672277600419, 0.0, 
0.6945924835648162, 0.519374501013479, 0.6042180953905527, 0.0, 
0.7116949622038834, 0.5405001315659517, 0.6285261427886891, 0.0, 
0.6873224566262359, 0.43943518327283554, 0.5980987491422296, 0.0, 
0.6946430234063566, 0.5048592389724721, 0.6066515164282932, 0.0, 
0.6312698686559969, 0.3855502606080852, 0.5250160544057185, 0.0, 
0.7148323801474428, 0.5435799675817943, 0.6358642550555075, 0.0, 
0.670833513155665, 0.48656950926894066, 0.5735065273016016, 0.0, 
0.6893151521880894, 0.48531389839913097, 0.5968966834676368, 0.0, 
0.7110668826373813, 0.5173318530501636, 0.6257014115034001, 0.0, 
0.686646298414696, 0.5069170669108801, 0.5975304172630027, 0.0, 
0.7049851889225902, 0.5234744768168498, 0.6200542521788118, 0.0, 
0.7217260295154025, 0.5552680518477153, 0.6466222799380991, 0.0, 
