Mean performance on the last batch at each run 
PMAUC, WAUC, EWAUC, G-mean 
0.6372033037919945, 0.39581326177270826, 0.5366819692145933, 0.0, 
0.7171518569182906, 0.5327996190419028, 0.6368012848322133, 0.0, 
0.7046777202896725, 0.5205645986534163, 0.619545376277018, 0.0, 
0.6709675617764551, 0.4773152816800713, 0.5757687000731151, 0.0, 
0.6651855904398797, 0.4163754917142077, 0.5701279756053242, 0.0, 
0.6565232334546809, 0.4677286457236388, 0.5610216910300609, 0.0, 
0.6826152466824087, 0.47170734823347565, 0.5916258197151436, 0.0, 
0.7082423112495134, 0.5379863088314246, 0.6246076811686294, 0.0, 
0.6940240974274843, 0.49807544780386503, 0.603872145889016, 0.0, 
0.7061156404993558, 0.5189892560449262, 0.6230626034815896, 0.0, 
0.7349491034672057, 0.5579331733297828, 0.659677245900879, 0.0, 
0.668723849879458, 0.45893864682210317, 0.5718914095372887, 0.0, 
0.7202432513867061, 0.5137426290172308, 0.6390672277600419, 0.0, 
0.6945924835648162, 0.519374501013479, 0.6042180953905527, 0.0, 
0.6438236298947922, 0.4808570174316439, 0.5461488302340474, 0.0, 
0.6979010727680768, 0.49253138626872967, 0.6054417255949974, 0.0, 
0.6946430234063566, 0.5048592389724721, 0.6066515164282932, 0.0, 
0.6312698686559969, 0.3855502606080852, 0.5250160544057185, 0.0, 
0.7148323801474428, 0.5435799675817943, 0.6358642550555075, 0.0, 
0.670833513155665, 0.48656950926894066, 0.5735065273016016, 0.0, 
0.6893151521880894, 0.48531389839913097, 0.5968966834676368, 0.0, 
0.7016958822914566, 0.5310956520878899, 0.6152136221360928, 0.0, 
0.686646298414696, 0.5069170669108801, 0.5975304172630027, 0.0, 
0.7049851889225902, 0.5234744768168498, 0.6200542521788118, 0.0, 
0.7217260295154025, 0.5552680518477153, 0.6466222799380991, 0.0, 
