Mean performance on the last batch at each run 
PMAUC, WAUC, EWAUC, G-mean 
0.8083455439341597, 0.524387021057753, 0.6966842320087477, 0.0, 
0.8229098966478702, 0.5386351050751635, 0.716061275710739, 0.0, 
0.8229836415578039, 0.5586379540982703, 0.7182599692203258, 0.0, 
0.8184294500475983, 0.5035500703125433, 0.6941031729940113, 0.0, 
0.8109038876218762, 0.49538837072524966, 0.6871205562706224, 0.0, 
0.7968741491832909, 0.5079074142553791, 0.6704540865494675, 0.0, 
0.8253017778166017, 0.5479697209671633, 0.7157441671006782, 0.0, 
0.8028719806830409, 0.5343516268806798, 0.6918754834159098, 0.0, 
0.8117762671359473, 0.5038005340689619, 0.6864006654731242, 0.0, 
0.815199488645431, 0.5036493862737507, 0.6927091889472141, 0.0, 
0.8171032219248409, 0.4690412793218468, 0.6923714613868281, 0.0, 
0.809223155714245, 0.48032564713201875, 0.6831008118611265, 0.0, 
0.8194599960555882, 0.554451404956535, 0.6905832213420136, 0.0, 
0.8204256552996939, 0.5011167726456923, 0.6994412437819094, 0.0, 
0.8252440148093592, 0.5335260756716738, 0.7129940447807487, 0.0, 
0.8216062117614087, 0.5223690072456543, 0.7067663479131691, 0.0, 
0.8104950564162863, 0.46880457717000956, 0.6794036415401915, 0.0, 
0.7947288720238496, 0.4677760138619488, 0.6687391759069723, 0.0, 
0.8047185393883801, 0.4918962717686298, 0.6832918316370035, 0.0, 
0.8027953526754233, 0.5030125068524267, 0.6892750503749979, 0.0, 
0.7994510498778149, 0.46046037816322855, 0.6690891520779964, 0.0, 
0.8229464650191803, 0.5387720001834234, 0.7123034474088253, 0.0, 
0.8174294046993461, 0.5194053019913504, 0.7004296832567984, 0.0, 
0.8287816728610392, 0.5777153081667926, 0.7180420594089102, 0.0, 
0.8029978780293652, 0.45731945877816166, 0.6817572287199688, 0.0, 
