Mean performance on the last batch at each run 
PMAUC, WAUC, EWAUC, G-mean 
0.5920861929044297, 0.4409622811353214, 0.532884684735032, 0.0, 
0.6427163672433546, 0.5008661152400672, 0.5869460762043045, 0.0, 
0.5773625507637302, 0.43312469964150085, 0.5140138001860689, 0.0, 
0.6048667628283195, 0.4638812703451088, 0.5483425669366484, 0.0, 
0.520847914044845, 0.35391362536308196, 0.4541148132364818, 0.0, 
0.5986868624932525, 0.4407153874036744, 0.5489109806479926, 0.0, 
0.5996406379916431, 0.4676782468512534, 0.5442547036405887, 0.0, 
0.6122581872255076, 0.5131320989092568, 0.5648572392597189, 0.0, 
0.5578549890165405, 0.33771480127750764, 0.4682699859490691, 0.0, 
0.6373070654053357, 0.49702476777700777, 0.5719093731049322, 0.0, 
0.6219732793144095, 0.5214929734801506, 0.5730537779306946, 0.0, 
0.5862378223900938, 0.39889291361537366, 0.5163049321953289, 0.0, 
0.5601491506425434, 0.3728877008403697, 0.46418234104679057, 0.0, 
0.6119471179507769, 0.4460337319429097, 0.5533473373888963, 0.0, 
0.6771816361407687, 0.5114655059107689, 0.6374636524858814, 0.0, 
0.6417690572605858, 0.4785644499448866, 0.5865826016401199, 0.0, 
0.6038472883785829, 0.42301369940532807, 0.5293952953650447, 0.0, 
0.5967650080026642, 0.44187395322544143, 0.5391586784380294, 0.0, 
0.5449958050853191, 0.36923319897436685, 0.4699325755823302, 0.0, 
0.6138929696274648, 0.5153403409843744, 0.5683403104002335, 0.0, 
0.6020411915437137, 0.47795420891199586, 0.5455714658319619, 0.0, 
0.6732888685533256, 0.5516155432163097, 0.61623973234197, 0.0, 
0.5657328454395716, 0.422819633438077, 0.5058668881916764, 0.0, 
0.6107803511568343, 0.4586908456653766, 0.5381698268378834, 0.0, 
0.5540978727441057, 0.3930669246796619, 0.48045690072875513, 0.0, 
