Mean performance on the last batch at each run 
PMAUC, WAUC, EWAUC, G-mean 
0.5576055562791408, 0.40401597302742387, 0.48197618167518813, 0.0, 
0.5854377561209669, 0.4324967237287292, 0.5252959263582893, 0.0, 
0.5425203355631036, 0.3629793152412989, 0.47147768233051, 0.0, 
0.5416175338224395, 0.38154912743138025, 0.4709037483976167, 0.0, 
0.5855268146576936, 0.4545497918127201, 0.5158021900754001, 0.0, 
0.5985340229758033, 0.47364873270869723, 0.536185170637424, 0.0, 
0.5716911473392363, 0.46107465432465766, 0.48049762506931626, 0.0, 
0.5463680938022016, 0.4261443921956111, 0.47666722990098165, 0.0, 
0.5561329396560017, 0.4047746610100838, 0.5012886643560717, 0.0, 
0.6389154341285629, 0.5118761110465014, 0.5859256204584554, 0.0, 
0.5865384344491955, 0.41872648371816384, 0.5047502164667814, 0.0, 
0.5981710129704056, 0.4707436124814179, 0.5409577008364818, 0.0, 
0.5687426570198667, 0.4537718257735317, 0.500769807244143, 0.0, 
0.6266413557505663, 0.49913860002638016, 0.5601184552583873, 0.0, 
0.5504008485774879, 0.40321682639010314, 0.48323314352100055, 0.0, 
0.5564770976828736, 0.4413560494055001, 0.4868002125057042, 0.0, 
0.5006604270129954, 0.324748244163639, 0.4162934382261876, 0.0, 
0.573838117171184, 0.3864298639275827, 0.5093251848324426, 0.0, 
0.6090126635396512, 0.48238508697321647, 0.5691163474484507, 0.0, 
0.6329716123902592, 0.4919263456442844, 0.5796148763947904, 0.0, 
0.5448376479214877, 0.39916425385801413, 0.47240040781779474, 0.0, 
0.5334742186595519, 0.3763338511839667, 0.4627658945929828, 0.0, 
0.5461006322818984, 0.40179144365074126, 0.4718824814354424, 0.0, 
0.6104808174276148, 0.4787439764671029, 0.5499038398224505, 0.0, 
0.5767366561493089, 0.42365170852166206, 0.5030412703532536, 0.0, 
