Mean performance on the last batch at each run 
PMAUC, WAUC, EWAUC, G-mean 
0.7357686844866771, 0.423209521467429, 0.6096651259528328, 0.0, 
0.7250310627471597, 0.468499745592992, 0.5960316770747779, 0.0, 
0.7591035570830591, 0.5043474669494736, 0.6466416953432497, 0.0, 
0.7476458769900876, 0.4758167708310996, 0.6295303750995994, 0.0, 
0.7552266057389136, 0.5150673360672325, 0.6477213319688769, 0.0, 
0.7260140837736061, 0.42060053265696046, 0.6023579664828668, 0.0, 
0.758582291612297, 0.5000112484755849, 0.6375584752224305, 0.0, 
0.7228253632370822, 0.46329181360904426, 0.6006389485051076, 0.0, 
0.7637885146006869, 0.4734127904014991, 0.657231407505447, 0.0, 
0.7160239510457966, 0.3605981776581612, 0.581935093692495, 0.0, 
0.6924202835320924, 0.3705598769758889, 0.548174394189277, 0.0, 
0.7636237451905076, 0.5574470684678704, 0.6626144884192766, 0.0, 
0.7505118220798788, 0.5207115547989171, 0.6446935914717414, 0.0, 
0.7461252439784288, 0.465881406302098, 0.6324687980917192, 0.0, 
0.7449648692004982, 0.48898231787718693, 0.6295387123578613, 0.0, 
0.7389755002242445, 0.5010128073307126, 0.6126593805108617, 0.0, 
0.6977545694203606, 0.3415190196376251, 0.5551182255692461, 0.0, 
0.7399183314630198, 0.4657995251599289, 0.6212677517680629, 0.0, 
0.7293880311786547, 0.4641083454059761, 0.6163745735266807, 0.0, 
0.7215200381682462, 0.45425296139820975, 0.5912681653305899, 0.0, 
0.7073326174270026, 0.40133849470426014, 0.5700654189164435, 0.0, 
0.7860987273331229, 0.5278237320817448, 0.6857505531068917, 0.0, 
0.7489090559734362, 0.5076126870273482, 0.6323967159899739, 0.0, 
0.738006787255965, 0.4563551877293192, 0.6184081623894373, 0.0, 
0.7170483529563194, 0.3479578704284348, 0.585199497324496, 0.0, 
