Mean performance on the last batch at each run 
PMAUC, WAUC, EWAUC, G-mean 
0.7976543178664377, 0.4808878131623511, 0.6914078618592518, 0.0, 
0.8015231459599405, 0.5053463675591827, 0.6930141466823279, 0.0, 
0.8072980258931269, 0.47286233679585393, 0.6953978134158765, 0.0, 
0.8146237972174913, 0.5264786698895954, 0.7056235406467899, 0.0, 
0.7921839363093601, 0.4632170214066488, 0.6786064787553113, 0.0, 
0.8184484598321348, 0.5425267787753985, 0.7187633447479685, 0.0, 
0.7653770781997716, 0.44816708058995763, 0.6457716870258265, 0.0, 
0.8247683790370683, 0.5704206615267398, 0.7245483204363188, 0.0, 
0.779950788152083, 0.44487515442975745, 0.6659315718848272, 0.0, 
0.8232487022586811, 0.537896042861815, 0.7217271693862826, 0.0, 
0.8019106106948952, 0.4855574084165198, 0.7004919137519745, 0.0, 
0.8084367861476314, 0.4873556661700997, 0.7136001822725974, 0.0, 
0.8019941626677509, 0.5013083104487738, 0.700161584467682, 0.0, 
0.7961708226634724, 0.5118296667423224, 0.6883501623514248, 0.0, 
0.8025156275271784, 0.48810176659234406, 0.7043921371000781, 0.0, 
0.7870655566641579, 0.47685020640036724, 0.6758138384838207, 0.0, 
0.804156205524346, 0.47663598943311003, 0.7044071147687594, 0.0, 
0.8156166504108351, 0.537263412742906, 0.7157785279222817, 0.0, 
0.7978840492181841, 0.4908707599057911, 0.6734654172058474, 0.0, 
0.7784018042603518, 0.4510813200480183, 0.6634389366287257, 0.0, 
0.7895043049090271, 0.44747103938386096, 0.6789511937122674, 0.0, 
0.7986346838789192, 0.5057925449258509, 0.6990881892162927, 0.0, 
0.8008557740057912, 0.45117585331924986, 0.6924083283628327, 0.0, 
0.7967303140727577, 0.48159963997140964, 0.6919823068164245, 0.0, 
0.7706322182657278, 0.4403314579957712, 0.6479206540426966, 0.0, 
