Mean performance on the last batch at each run 
PMAUC, WAUC, EWAUC, G-mean 
0.5506115215812574, 0.4360025170507005, 0.4940809872300535, 0.0, 
0.6637818706387546, 0.5669558078298175, 0.6192416227118633, 0.0, 
0.6591204295727955, 0.5513541062562628, 0.6134679134687387, 0.0, 
0.5551666745603232, 0.4266317664854558, 0.5059340033421227, 0.0, 
0.6030270397208801, 0.5416448599511006, 0.5540195162234526, 0.0, 
0.6244225987496447, 0.5431546508426672, 0.5790502891010154, 0.0, 
0.6047588586561838, 0.4753110846979445, 0.5575551731913904, 0.0, 
0.5817771581257302, 0.4993385300942905, 0.5287749986667827, 0.0, 
0.5525902244955951, 0.4425325744244753, 0.500887659010606, 0.0, 
0.6062581600675694, 0.49994292773688204, 0.5533317723158342, 0.0, 
0.520278606611727, 0.394866048931276, 0.46905242524141755, 0.0, 
0.5897891110953235, 0.5013175822838503, 0.5433915005690165, 0.0, 
0.5786406629882226, 0.4676278726527192, 0.5313431548245824, 0.0, 
0.5650187869028448, 0.46304311531562775, 0.5107163934213755, 0.0, 
0.6296631382021406, 0.5167030559025579, 0.583031744976332, 0.0, 
0.553752545704272, 0.44089705443563726, 0.5005866692071492, 0.0, 
0.541120642701525, 0.42245091186382533, 0.4853330581468313, 0.0, 
0.6679358778535571, 0.5997163621043219, 0.6258574628000985, 0.0, 
0.5558031992990432, 0.45525126848036895, 0.5046588899993182, 0.0, 
0.6228102404407819, 0.496270289135847, 0.5765779831802246, 0.0, 
0.587998237741151, 0.49901987199163017, 0.5369207626401743, 0.0, 
0.6859498338385275, 0.6101421481467871, 0.6477455742555712, 0.0, 
0.5635511390546557, 0.44666890100493056, 0.5124537968011315, 0.0, 
0.5785340196867795, 0.4644794523860807, 0.5328851732611847, 0.0, 
0.5643340121878059, 0.4648329311129978, 0.5092572000164184, 0.0, 
