Mean performance on the last batch at each run 
PMAUC, WAUC, EWAUC, G-mean 
0.8909600008817269, 0.7569582185037323, 0.8328763649763005, 0.0, 
0.887097891424417, 0.7544468634203614, 0.8294639715241416, 0.0, 
0.8766130318539118, 0.7138127884749723, 0.8130541289211807, 0.0, 
0.88687222050656, 0.7541482458903938, 0.8284065944865371, 0.0, 
0.8793437994830243, 0.7234065055606492, 0.8146986733889195, 0.0, 
0.8876686442156037, 0.7537686773331022, 0.8276978519591147, 0.0, 
0.8916721254725721, 0.7714938392165976, 0.8381496745694954, 0.0, 
0.8883023361652764, 0.7563095091270622, 0.8280286460320737, 0.0, 
0.883267099781405, 0.7349782751145537, 0.8218271889970832, 0.0, 
0.8860428498090058, 0.752208824811948, 0.8266752250508452, 0.0, 
0.8875844807192874, 0.7477136141768689, 0.8280708299920932, 0.0, 
0.8806347706487317, 0.7308388651875645, 0.8180732087593064, 0.0, 
0.8868067038946548, 0.7502924390142766, 0.8281961835583681, 0.0, 
0.8839737178755025, 0.7341590966216941, 0.8231824317544029, 0.0, 
0.8850724407785119, 0.7387377038397307, 0.8233890411665771, 0.0, 
0.8865787324390305, 0.7428243878421745, 0.8254364399592395, 0.0, 
0.8826834477752453, 0.7335415344272398, 0.8203559296881773, 0.0, 
0.8757430701749297, 0.7023600729484696, 0.8060820937646986, 0.0, 
0.8923397419555584, 0.7617184493177234, 0.8352336326078672, 0.0, 
0.8781891031707906, 0.721880252900196, 0.8142524931601871, 0.0, 
0.8793397215300506, 0.7250069263662515, 0.8154296121798782, 0.0, 
0.8955879308916268, 0.7686060610115198, 0.8385702196030451, 0.0, 
0.8882846140670437, 0.7562946163144156, 0.8295772785327604, 0.0, 
0.8838811573676706, 0.7344152116934016, 0.823157875235643, 0.0, 
0.8729694391175689, 0.6952022306523423, 0.8017892126658103, 0.0, 
