Mean performance on the last batch at each run 
PMAUC, WAUC, EWAUC, G-mean 
0.743599247267345, 0.393168114461504, 0.5980077828582429, 0.0, 
0.7294407408696164, 0.4230794649046409, 0.5861255293694704, 0.0, 
0.7678194737033298, 0.4581184483421087, 0.6474609149616558, 0.0, 
0.7637294651153534, 0.41655365188475807, 0.6334470495319239, 0.0, 
0.7578790842021189, 0.45575935156236586, 0.6309372574511084, 0.0, 
0.712383821282136, 0.38954851763368864, 0.5608819818855307, 0.0, 
0.7929690711832239, 0.5482616872576523, 0.6893026092068527, 0.0, 
0.7555314040873998, 0.4573795585426759, 0.6373852710550578, 0.0, 
0.7597160778562636, 0.46227803798861994, 0.6491083791894573, 0.0, 
0.7269059581360726, 0.41928903997684647, 0.5846686142940868, 0.0, 
0.7550391748889576, 0.403729378951767, 0.6447019788693331, 0.0, 
0.7784365871952643, 0.518328049572232, 0.667158529454243, 0.0, 
0.7695556003198384, 0.5341281213531109, 0.6586193867868497, 0.0, 
0.7917282304427408, 0.5804601927090436, 0.692606087239005, 0.0, 
0.7732912976986283, 0.4962594709421989, 0.6374962804769332, 0.0, 
0.7638797413087621, 0.48979912152797767, 0.6423891362883777, 0.0, 
0.7474509534087386, 0.4255580248510748, 0.6227428083028129, 0.0, 
0.7803102878631327, 0.4650567968561973, 0.6544104547709688, 0.0, 
0.7858385906697621, 0.4807918374409932, 0.6726492591775326, 0.0, 
0.7488165947739805, 0.42332837459486494, 0.6172520303918108, 0.0, 
0.7819371891268585, 0.5240163299141865, 0.6590608850505015, 0.0, 
0.7565149584390921, 0.4753078620911701, 0.6450795876244804, 0.0, 
0.735102675027338, 0.4331156112485402, 0.6017451688315898, 0.0, 
0.7661598415533686, 0.4679235509674802, 0.6438296227468941, 0.0, 
0.7301363171073584, 0.401267752504437, 0.5885366776739905, 0.0, 
