Mean performance on the last batch at each run 
PMAUC, WAUC, EWAUC, G-mean 
0.7362072612022533, 0.44815815481168997, 0.6180139232727717, 0.0, 
0.7499325397765118, 0.5043449686449228, 0.6219994927411576, 0.0, 
0.7269712540981234, 0.4742504719797755, 0.5989899466551382, 0.0, 
0.7297543735019503, 0.4391211206052216, 0.624261200079165, 0.0, 
0.7528832508916069, 0.5081028500879107, 0.6394292776394395, 0.0, 
0.7447486476474646, 0.50084639768767, 0.6371845948201382, 0.0, 
0.7847689319286493, 0.5595162032919127, 0.6976738582993166, 0.0, 
0.7484054326239353, 0.5210295926055216, 0.6203383336062032, 0.0, 
0.7520750515718907, 0.49713746258469926, 0.6291321994927463, 0.0, 
0.7301442427313114, 0.4880764890191378, 0.6248918230524236, 0.0, 
0.7608362614201613, 0.4844071095289148, 0.6476898542758119, 0.0, 
0.7532679738562097, 0.501148907969394, 0.632053415049612, 0.0, 
0.7234023586957598, 0.4760521998664369, 0.6135317488610187, 0.0, 
0.7407850463554986, 0.4974615734163748, 0.6180730630172582, 0.0, 
0.7266639181840205, 0.485136465407236, 0.6076077194645899, 0.0, 
0.7343495873255369, 0.44638154865054713, 0.6146893728059734, 0.0, 
0.7407322394369719, 0.49920769469636506, 0.6364526639570939, 0.0, 
0.7338074086149492, 0.48205612878155213, 0.6097693269760237, 0.0, 
0.7155392986837782, 0.4364892145821547, 0.5796410979672743, 0.0, 
0.7152282263213925, 0.45719328194647535, 0.5994329224361192, 0.0, 
0.7667837379181409, 0.5449176825083248, 0.6946970577069619, 0.0, 
0.7468247679674391, 0.5214981908366562, 0.6469476824250207, 0.0, 
0.7451821680765702, 0.4587845278398781, 0.6360675211114941, 0.0, 
0.726030410218301, 0.45777345739883213, 0.6011010363967016, 0.0, 
0.7143696728053813, 0.4660486773389546, 0.620044382201085, 0.0, 
