Mean performance on the last batch at each run 
PMAUC, WAUC, EWAUC, G-mean 
0.6468276380600548, 0.5051336814791108, 0.5744072974192395, 0.0, 
0.6277011400037742, 0.491272188819855, 0.5472975223399498, 0.0, 
0.5442612726786906, 0.37149785113267064, 0.4616048617036164, 0.0, 
0.627790931925642, 0.4779936987550535, 0.5492289948918454, 0.0, 
0.6134390020098217, 0.4676172557444256, 0.5276534228486724, 0.0, 
0.5833480879939201, 0.44098676243192003, 0.5046747389212284, 0.0, 
0.5922597925039582, 0.43798635271310943, 0.5048219622272438, 0.0, 
0.5870774651111113, 0.42055921241566785, 0.5068921471300386, 0.0, 
0.5966511294533915, 0.41676237844762754, 0.5072025303707883, 0.0, 
0.5641532035855136, 0.40312314980049524, 0.4728384321546451, 0.0, 
0.5962219318752731, 0.4388509433058235, 0.5106861912651934, 0.0, 
0.6842546767096533, 0.5569548227079804, 0.6293631321371607, 0.0, 
0.6017905444853732, 0.4647114614895364, 0.5170020609732061, 0.0, 
0.56652146647709, 0.39437306444363646, 0.4720765659826928, 0.0, 
0.5990572173917873, 0.45788416181472613, 0.5052385337160328, 0.0, 
0.5705917674705419, 0.41590373989016544, 0.4806931763703069, 0.0, 
0.6591542444943626, 0.49422445689542455, 0.5975842369541055, 0.0, 
0.5699716283118186, 0.4079287939799272, 0.47476501990685643, 0.0, 
0.5963864854516686, 0.44760220239840715, 0.5241427128891235, 0.0, 
0.6241163014118691, 0.4919197483398913, 0.5583332250676428, 0.0, 
0.6138223332475773, 0.4481813546676972, 0.5351965153613875, 0.0, 
0.6026117156806363, 0.4481499640221216, 0.517284467195807, 0.0, 
0.6172105019208436, 0.4620631771068078, 0.5358507558881129, 0.0, 
0.6489676112326306, 0.5387531638637202, 0.5808207142272814, 0.0, 
0.6174351305873934, 0.4285730783528968, 0.5540386749241086, 0.0, 
