Mean performance on the last batch at each run 
PMAUC, WAUC, EWAUC, G-mean 
0.7818376818655537, 0.48711554308681737, 0.6543217299504349, 0.0, 
0.7599911622593211, 0.4002012157579356, 0.6112497861063161, 0.0, 
0.795341188676222, 0.5101231342856442, 0.6692333765232361, 0.0, 
0.7947886132445464, 0.5135024094060625, 0.6745825259547371, 0.0, 
0.7626970220790947, 0.41696222461039295, 0.6330949609356935, 0.0, 
0.7712947015225841, 0.44365438191684275, 0.6376020078470125, 0.0, 
0.8331223698550809, 0.5923813456150756, 0.7316950962685604, 0.0, 
0.7646737349999044, 0.4085350679316684, 0.6157160192092599, 0.0, 
0.7682779294957381, 0.4347158842855683, 0.6177591767326687, 0.0, 
0.7989580201712998, 0.5076838593055601, 0.6853042748203751, 0.0, 
0.7965666515868292, 0.5235906697950538, 0.6580112475626556, 0.0, 
0.7638590340524294, 0.4148920855980139, 0.6116263651704849, 0.0, 
0.7870522399781171, 0.4517846351084098, 0.6596605072181155, 0.0, 
0.7836161669109404, 0.47181843973199905, 0.65960560803583, 0.0, 
0.7921652593874369, 0.4839283076618605, 0.6737673209424934, 0.0, 
0.7926470987952351, 0.5155473987507067, 0.6772480326302784, 0.0, 
0.7949858344102535, 0.4980631167389093, 0.659189708399239, 0.0, 
0.8008820144066753, 0.5017849039813418, 0.6735024820584614, 0.0, 
0.8021048460983965, 0.5300505406623259, 0.675447017158783, 0.0, 
0.7987310683129931, 0.5038935236371836, 0.6841537878857542, 0.0, 
0.7918111112534119, 0.48755952455103874, 0.6515901708214348, 0.0, 
0.7855844695970174, 0.4756740364756011, 0.6518149662723846, 0.0, 
0.8017412551775945, 0.506184703275515, 0.689945189485738, 0.0, 
0.8090157499191302, 0.512405096526851, 0.6873187192024686, 0.0, 
0.7745790169261477, 0.47673611274862887, 0.6367957727754608, 0.0, 
