Mean performance on the last batch at each run 
PMAUC, WAUC, EWAUC, G-mean 
0.5164798139465125, 0.40520281946209946, 0.4586819257564545, 0.0, 
0.6132814226737395, 0.4933330579187823, 0.5649730277400798, 0.0, 
0.6208109153484261, 0.5039700089400453, 0.5721686850130248, 0.0, 
0.613562525654384, 0.4933845869775041, 0.5645190201000974, 0.0, 
0.5985008268605352, 0.49687008919846365, 0.5494684432590864, 0.0, 
0.5775077456505952, 0.4449149414902899, 0.5232834929324657, 0.0, 
0.5753138715228441, 0.44755884881728125, 0.5220992657595435, 0.0, 
0.6115851054592528, 0.5070778096042984, 0.5635533509993078, 0.0, 
0.6113900038678918, 0.4973239604385096, 0.561301897044415, 0.0, 
0.6350054268889519, 0.5312160129126078, 0.5894226715619905, 0.0, 
0.5954366573521519, 0.4775295278166958, 0.5454041442690505, 0.0, 
0.5921506366234094, 0.49410955252133276, 0.5394212313550554, 0.0, 
0.6126680263490258, 0.4994099738616232, 0.5662115266886788, 0.0, 
0.5992002344416026, 0.4838996190314959, 0.5486126475250052, 0.0, 
0.5920159708408321, 0.4686291134502933, 0.5392378143676184, 0.0, 
0.6042127458874047, 0.4781668873942834, 0.5508457335978555, 0.0, 
0.5681314234631049, 0.44489806976435253, 0.5141215699003119, 0.0, 
0.5724317692052666, 0.4305308999032947, 0.5167830140754912, 0.0, 
0.6309017910706957, 0.5165332741362365, 0.5855472742219078, 0.0, 
0.6225118503520572, 0.5149088580684986, 0.572391627256122, 0.0, 
0.6114318402481765, 0.5179494965386336, 0.5638799762991314, 0.0, 
0.6612942538126362, 0.5766893958865562, 0.6185853697087806, 0.0, 
0.6133574385873511, 0.49839131387704927, 0.5653194093200404, 0.0, 
0.6522053297969753, 0.5597980800950625, 0.6048055844919783, 0.0, 
0.5835433046004233, 0.4837597597715584, 0.531980186068913, 0.0, 
