Mean performance on the last batch at each run 
PMAUC, WAUC, EWAUC, G-mean 
0.6894254712419052, 0.5915657665676904, 0.6448521541132637, 0.0, 
0.6896420405252812, 0.5837747246597592, 0.6444113197729511, 0.0, 
0.6236829765118607, 0.48769921933407917, 0.5655482945808743, 0.0, 
0.6000407331477946, 0.44213740331814516, 0.5441359707550213, 0.0, 
0.6391861362768403, 0.5376381732202241, 0.5912941753625451, 0.0, 
0.605579494478951, 0.4330083523650627, 0.5380670821162588, 0.0, 
0.6587254145485356, 0.5687589590588698, 0.6061386040493847, 0.0, 
0.6833778011674341, 0.5838949050804781, 0.6393160121644308, 0.0, 
0.6204208904777689, 0.4667620918391191, 0.5600844434209862, 0.0, 
0.628864694361373, 0.48126024593427896, 0.5730374282885522, 0.0, 
0.6072753615670637, 0.45434931026274766, 0.553146570363552, 0.0, 
0.6586468811222823, 0.5463848044533668, 0.6036226317137238, 0.0, 
0.6467235110966015, 0.5536830690608072, 0.5914370292677193, 0.0, 
0.6568842773958748, 0.49144207915630506, 0.5975143803860515, 0.0, 
0.6284415964789027, 0.49523859130230147, 0.574138572386325, 0.0, 
0.6207186361527972, 0.5007092541054392, 0.5680358353231761, 0.0, 
0.6710226504718905, 0.56298029285851, 0.6287530174415706, 0.0, 
0.6401648061599841, 0.502785224679925, 0.588213830881012, 0.0, 
0.6618742280191732, 0.5686786810089981, 0.6179032200186989, 0.0, 
0.6464186601908611, 0.5167203435886748, 0.5920008748826436, 0.0, 
0.6462442521963161, 0.5328552584734629, 0.5938846411126055, 0.0, 
0.6645941969783082, 0.5218819570548259, 0.6062291890758528, 0.0, 
0.6207218556370484, 0.5074035972989696, 0.5655981398241726, 0.0, 
0.6250399296863138, 0.4466018700931898, 0.5708821235165659, 0.0, 
0.6513824088075917, 0.5167950640655368, 0.5956248513959249, 0.0, 
