Mean performance on the last batch at each run 
PMAUC, WAUC, EWAUC, G-mean 
0.9647707189542484, 0.47156078431372545, 0.8238535947712414, 0.0, 
0.9740130718954254, 0.6101960784313726, 0.8700653594771238, 0.0, 
0.9948726797385621, 0.9230901960784315, 0.9743633986928101, 0.0, 
0.9842081045751633, 0.7631215686274512, 0.9210405228758167, 0.0, 
0.9746175163398694, 0.6192627450980392, 0.8730875816993464, 0.0, 
0.9926985620915036, 0.8904784313725489, 0.963492810457516, 0.0, 
0.9954593464052292, 0.9318901960784316, 0.9772967320261435, 0.0, 
0.9817694117647057, 0.7265411764705885, 0.9088470588235296, 0.0, 
0.9697233986928107, 0.5458509803921572, 0.8486169934640524, 0.0, 
0.9877532026143792, 0.8162980392156866, 0.9387660130718953, 0.0, 
0.9744397385620917, 0.6165960784313724, 0.8721986928104579, 0.0, 
0.9661542483660128, 0.49231372549019625, 0.8307712418300655, 0.0, 
0.9877197385620918, 0.8157960784313726, 0.9385986928104575, 0.0, 
0.9903905882352939, 0.8558588235294118, 0.9519529411764704, 0.0, 
0.9824585620915033, 0.736878431372549, 0.9122928104575161, 0.0, 
0.9851179084967322, 0.7767686274509804, 0.9255895424836604, 0.0, 
0.9834342483660135, 0.751513725490196, 0.9171712418300655, 0.0, 
0.9718033986928103, 0.5770509803921569, 0.8590169934640522, 0.0, 
0.9637563398692808, 0.45634509803921564, 0.8187816993464052, 0.0, 
0.9922133333333332, 0.8831999999999997, 0.9610666666666664, 0.0, 
0.9926441830065358, 0.8896627450980394, 0.9632209150326798, 0.0, 
0.9888376470588236, 0.8325647058823529, 0.9441882352941176, 0.0, 
0.9859785620915037, 0.7896784313725488, 0.9298928104575164, 0.0, 
0.9893301960784314, 0.8399529411764705, 0.9466509803921568, 0.0, 
0.9834603921568625, 0.7519058823529412, 0.9173019607843138, 0.0, 
