Mean performance on the last batch at each run 
PMAUC, WAUC, EWAUC, G-mean 
0.6894254712419052, 0.5915657665676904, 0.6448521541132637, 0.0, 
0.6896420405252812, 0.5837747246597592, 0.6444113197729511, 0.0, 
0.6236829765118607, 0.48769921933407917, 0.5655482945808743, 0.0, 
0.60827394672308, 0.454776399331088, 0.5627564914805839, 0.0, 
0.6391861362768403, 0.5376381732202241, 0.5912941753625451, 0.0, 
0.6213135920967957, 0.47309810852877815, 0.5561943954598888, 0.0, 
0.6587254145485356, 0.5687589590588698, 0.6061386040493847, 0.0, 
0.6833778011674341, 0.5838949050804781, 0.6393160121644308, 0.0, 
0.6237021425921412, 0.4744433629069472, 0.5657814286365291, 0.0, 
0.6542153352887045, 0.5213416028938621, 0.5945818104847231, 0.0, 
0.7421822798496747, 0.6540296874323128, 0.7217343394766056, 0.0, 
0.6586468811222823, 0.5463848044533668, 0.6036226317137238, 0.0, 
0.643712695894246, 0.5139063409577396, 0.5895309105391796, 0.0, 
0.6568842773958748, 0.49144207915630506, 0.5975143803860515, 0.0, 
0.6792890888239352, 0.5673056186046771, 0.6397114126540205, 0.0, 
0.575972054012158, 0.4444710287890496, 0.49506861338701114, 0.0, 
0.6710226504718905, 0.56298029285851, 0.6287530174415706, 0.0, 
0.6401648061599841, 0.502785224679925, 0.588213830881012, 0.0, 
0.6618742280191732, 0.5686786810089981, 0.6179032200186989, 0.0, 
0.6464186601908611, 0.5167203435886748, 0.5920008748826436, 0.0, 
0.6462442521963161, 0.5328552584734629, 0.5938846411126055, 0.0, 
0.6645941969783082, 0.5218819570548259, 0.6062291890758528, 0.0, 
0.6423433748163786, 0.5249056856541735, 0.5976149233323845, 0.0, 
0.6247854861214481, 0.44903617869689605, 0.5705848148427369, 0.0, 
0.6513824088075917, 0.5167950640655368, 0.5956248513959249, 0.0, 
