Mean performance on the last batch at each run 
PMAUC, WAUC, EWAUC, G-mean 
0.5901679178112469, 0.42410745065251293, 0.5154877481967336, 0.0, 
0.6367220801364023, 0.5003439037114856, 0.568685042050848, 0.0, 
0.6281889047889686, 0.4760803744385932, 0.5725764893021994, 0.0, 
0.5940353472306794, 0.48540367143144153, 0.5064734411804805, 0.0, 
0.6098838758530786, 0.4863966984327573, 0.5386564684104217, 0.0, 
0.573102897761359, 0.4210620414646186, 0.5151534954251715, 0.0, 
0.5877947096713083, 0.475914043162765, 0.517603561322258, 0.0, 
0.5989943791526274, 0.43130313432941464, 0.5431262704974634, 0.0, 
0.5907867156524449, 0.4204017371463341, 0.5291999012015143, 0.0, 
0.6367220801364023, 0.5003439037114856, 0.568685042050848, 0.0, 
0.7230926966197109, 0.6805932517536448, 0.6836397592836971, 0.0, 
0.5769580271722214, 0.44945669654340176, 0.5032807392622932, 0.0, 
0.5957363639900404, 0.4296665707283894, 0.5484663436527428, 0.0, 
0.6545778416036301, 0.5290242634378898, 0.5943000305844218, 0.0, 
0.6456303352661517, 0.5437709172679563, 0.5750293593368339, 0.0, 
0.6226480032431652, 0.5147481551590495, 0.5512409459296354, 0.0, 
0.5866259353983141, 0.4098469322096504, 0.5353013174757445, 0.0, 
0.6545887855947534, 0.570170720015313, 0.5976376766704171, 0.0, 
0.6187359394240788, 0.4573825468383939, 0.5710153947892903, 0.0, 
0.617772356527152, 0.4822329273910046, 0.5246755160767105, 0.0, 
0.6185284560684176, 0.5093412216344777, 0.5600978621370419, 0.0, 
0.5800860718683607, 0.4338406600070592, 0.5147771298968082, 0.0, 
0.6264999836488541, 0.5346321086101335, 0.5671039911422913, 0.0, 
0.595795639713212, 0.4754051635582683, 0.5025280084878192, 0.0, 
0.6022518163867803, 0.5058737410686258, 0.5532729449379279, 0.0, 
