Mean performance on the last batch at each run 
PMAUC, WAUC, EWAUC, G-mean 
0.7116537565106558, 0.4368801262082346, 0.592170328165617, 0.0, 
0.7553878511952286, 0.4376318406471427, 0.6627062986824265, 0.0, 
0.7492548125329038, 0.5129815508836437, 0.6517170573061154, 0.0, 
0.7151366786650251, 0.4705107603841976, 0.5957737715675178, 0.0, 
0.7426898300584324, 0.4898313855502214, 0.6437112283661799, 0.0, 
0.7168763439353196, 0.4258044779739757, 0.6141354884807861, 0.0, 
0.7755541727560588, 0.5574643886877299, 0.6731289628184157, 0.0, 
0.7212207803813956, 0.4681137093249258, 0.6143736687942342, 0.0, 
0.7411196362603014, 0.49946715023677823, 0.641562376202287, 0.0, 
0.7270577089531466, 0.44781846561164557, 0.6218629036986487, 0.0, 
0.8391563598064024, 0.2748412120702674, 0.7148685344500642, 0.0, 
0.7457327234436452, 0.46849747479401854, 0.6575311350569716, 0.0, 
0.7368250263068189, 0.5532586171134689, 0.6377790608048758, 0.0, 
0.7122224328539789, 0.44149789242728155, 0.5946899409737635, 0.0, 
0.7201391292225426, 0.3879334560735924, 0.6166343460727832, 0.0, 
0.793175188654367, 0.3040220754893298, 0.6630786905184191, 0.0, 
0.7435487678364423, 0.4900128935283745, 0.6364040930971401, 0.0, 
0.720211247743864, 0.46559171604818006, 0.6054797201948181, 0.0, 
0.7391386011932954, 0.4774970488164951, 0.634977623688238, 0.0, 
0.7239899918300653, 0.4696615805513238, 0.63262290121267, 0.0, 
0.6812727262805285, 0.4147349566661238, 0.5493963833873882, 0.0, 
0.7298568335345411, 0.43087261008990113, 0.6172704857378728, 0.0, 
0.835044283413849, 0.29269258294270023, 0.7126451679001568, 0.0, 
0.7155280219978492, 0.45161703229978284, 0.6033835917208633, 0.0, 
0.6944296661901473, 0.3964973922538318, 0.576417180481787, 0.0, 
