Mean performance on the last batch at each run 
PMAUC, WAUC, EWAUC, G-mean 
0.7952321259623016, 0.49170350545065955, 0.6798877783355767, 0.0, 
0.8073272471226816, 0.5110655345336143, 0.685323750680264, 0.0, 
0.8046464272101755, 0.5224167431020391, 0.6874049498857094, 0.0, 
0.812809242356363, 0.547265916454836, 0.7142317458964802, 0.0, 
0.8386630145214286, 0.617166240135945, 0.7389479475251166, 0.0, 
0.7718175336761117, 0.4294639339909933, 0.6354056712303282, 0.0, 
0.788458563175673, 0.4643071979185704, 0.6717554080676466, 0.0, 
0.7951496433919785, 0.4909925406592638, 0.6800476194773604, 0.0, 
0.8028502211069611, 0.515767183379045, 0.682791108520034, 0.0, 
0.7982693653145639, 0.4054220125758397, 0.6765122564395544, 0.0, 
0.8132243745928324, 0.5259608056911402, 0.6937121468602245, 0.0, 
0.8103977796835322, 0.5345864069926438, 0.6979300903318211, 0.0, 
0.7680013603670135, 0.5278731271606552, 0.6557838320568418, 0.0, 
0.7900676515574023, 0.5758084014244738, 0.6895221287708374, 0.0, 
0.7903508901547734, 0.4920503423495354, 0.6691669357553827, 0.0, 
0.8043701464079995, 0.5280128551881984, 0.6892451668186493, 0.0, 
0.8013454675348402, 0.5107267790745743, 0.6818829318545309, 0.0, 
0.7855581633821002, 0.48756390525947113, 0.6758326308174953, 0.0, 
0.7815369414674082, 0.48191839886073173, 0.6581876402575414, 0.0, 
0.7944002049289924, 0.4910869712071845, 0.6763973757455218, 0.0, 
0.7897540000299634, 0.4580045010187815, 0.6704215032909707, 0.0, 
0.7959496467669195, 0.4805472311427921, 0.6698409618951887, 0.0, 
0.8139520702604711, 0.5367298252636561, 0.7036641045307105, 0.0, 
0.7865807415961557, 0.4735398303199883, 0.6635529745670987, 0.0, 
0.8046249817358506, 0.43658451344163346, 0.678531731180382, 0.0, 
