Mean performance on the last batch at each run 
PMAUC, WAUC, EWAUC, G-mean 
0.9707879738562093, 0.561819607843137, 0.8539398692810456, 0.0, 
0.9716831372549022, 0.5752470588235296, 0.8584156862745097, 0.0, 
0.9721840522875823, 0.5827607843137257, 0.8609202614379086, 0.0, 
0.9721882352941177, 0.5828235294117647, 0.860941176470588, 0.0, 
0.9815027450980394, 0.7225411764705882, 0.907513725490196, 0.0, 
0.9720878431372548, 0.5813176470588235, 0.8604392156862744, 0.0, 
0.9710766013071896, 0.5661490196078431, 0.8553830065359478, 0.0, 
0.9664397385620916, 0.4965960784313725, 0.8321986928104572, 0.0, 
0.9677688888888891, 0.5165333333333334, 0.8388444444444443, 0.0, 
0.9691837908496729, 0.5377568627450979, 0.8459189542483662, 0.0, 
0.9747053594771244, 0.6205803921568628, 0.8735267973856209, 0.0, 
0.9661354248366011, 0.49203137254901974, 0.8306771241830064, 0.0, 
0.9727926797385621, 0.5918901960784314, 0.8639633986928105, 0.0, 
0.9783393464052288, 0.6750901960784316, 0.8916967320261441, 0.0, 
0.9532549019607846, 0.29882352941176477, 0.7662745098039215, 0.0, 
0.964153725490196, 0.46230588235294123, 0.8207686274509801, 0.0, 
0.9694807843137255, 0.5422117647058824, 0.8474039215686272, 0.0, 
0.9600857516339871, 0.40128627450980386, 0.8004287581699343, 0.0, 
0.9633223529411765, 0.44983529411764706, 0.8166117647058825, 0.0, 
0.9704721568627449, 0.5570823529411766, 0.8523607843137253, 0.0, 
0.9637573856209148, 0.4563607843137257, 0.818786928104575, 0.0, 
0.9706907189542481, 0.5603607843137255, 0.8534535947712419, 0.0, 
0.966398954248366, 0.4959843137254902, 0.8319947712418297, 0.0, 
0.9693437908496731, 0.5401568627450979, 0.8467189542483657, 0.0, 
0.9649275816993462, 0.4739137254901961, 0.824637908496732, 0.0, 
