Mean performance on the last batch at each run 
PMAUC, WAUC, EWAUC, G-mean 
0.6435162291231573, 0.41113240380378785, 0.5363770089405224, 0.0, 
0.6842241243652589, 0.4592444493067449, 0.5956772800034053, 0.0, 
0.6537703603314649, 0.4223172117117433, 0.5567923630722823, 0.0, 
0.6520233862466082, 0.4225961545557107, 0.5506430768828132, 0.0, 
0.6614851699536496, 0.43242565574982456, 0.5662626780776555, 0.0, 
0.661448946090782, 0.44532226625984805, 0.5671864812414785, 0.0, 
0.66783057291623, 0.4375622248118743, 0.5712154778545564, 0.0, 
0.6565159670953726, 0.42275948198797403, 0.5597684824103557, 0.0, 
0.6680643739648301, 0.4465079153285541, 0.5736405284774178, 0.0, 
0.6701294034790513, 0.4544667916553217, 0.5746081388316805, 0.0, 
0.6701047684573025, 0.45129956996126813, 0.5755374198345985, 0.0, 
0.6251754786052907, 0.38871249810095226, 0.5142676853978416, 0.0, 
0.6773597283116143, 0.46314175254835577, 0.589276571103562, 0.0, 
0.6558728420246251, 0.42471753217851527, 0.5580969619629834, 0.0, 
0.660555214034084, 0.43657240418720356, 0.5639740784139106, 0.0, 
0.6250715525407694, 0.39850613213009023, 0.5200072842428415, 0.0, 
0.7003292095823838, 0.49291890484226997, 0.6180888310672554, 0.0, 
0.6674908634615949, 0.4314936301097681, 0.5702046832340323, 0.0, 
0.6816386774113835, 0.46010114574792194, 0.5978213634880182, 0.0, 
0.6803899229444866, 0.4478124333233682, 0.5876122244043466, 0.0, 
0.671436943940217, 0.45362227130375493, 0.5796879325876514, 0.0, 
0.6665059898758213, 0.4335482768924332, 0.5747036079164771, 0.0, 
0.6786659090635717, 0.4684398692198726, 0.5909781590388457, 0.0, 
0.6515567803879468, 0.41697806292845613, 0.5508582194235544, 0.0, 
0.6553494056640367, 0.43329970028885895, 0.5600646129918574, 0.0, 
