Mean performance on the last batch at each run 
PMAUC, WAUC, EWAUC, G-mean 
0.7117048906921867, 0.4186226036143676, 0.5792326411636705, 0.0, 
0.7310134196593289, 0.4446882092744138, 0.6092482910104614, 0.0, 
0.7069025794697912, 0.3829414231708607, 0.5716010451375658, 0.0, 
0.7268067021494587, 0.44499820205935675, 0.6029912493933074, 0.0, 
0.7425065577760894, 0.4839090483297844, 0.6261503108761747, 0.0, 
0.71907472832128, 0.39541025679299574, 0.5897219648702653, 0.0, 
0.6993361899912941, 0.3879340718502035, 0.56206187328632, 0.0, 
0.7031829225248876, 0.40240570517754026, 0.5717812990291451, 0.0, 
0.7102112513685024, 0.41008349351518125, 0.5801943441314487, 0.0, 
0.7079129061044708, 0.4093996822298652, 0.5828597517766957, 0.0, 
0.7137618098769303, 0.4392311518744554, 0.5877430580321175, 0.0, 
0.7350461754750209, 0.45353372478095255, 0.6131760667304855, 0.0, 
0.725829858312085, 0.4234559313569113, 0.5989154723966404, 0.0, 
0.6909823301301197, 0.34721899357987324, 0.5513638944181466, 0.0, 
0.7111867486527623, 0.3837624109289939, 0.5831824829639338, 0.0, 
0.7227847761487847, 0.433836442184347, 0.5966061247113071, 0.0, 
0.7249034684324618, 0.4046745666055449, 0.6006610434498341, 0.0, 
0.7035528653893119, 0.37713417077609623, 0.5689531083450513, 0.0, 
0.7282477689143289, 0.451696819408412, 0.6055483307495491, 0.0, 
0.6851029185828922, 0.347398000067906, 0.5426763639150609, 0.0, 
0.6990527891913609, 0.3542471684345687, 0.5647659787345715, 0.0, 
0.7189009861190852, 0.39069897545292415, 0.59396022419507, 0.0, 
0.713648429581172, 0.36910662860616433, 0.5840578197649083, 0.0, 
0.7135902809191311, 0.4074747871578869, 0.5865799290789798, 0.0, 
0.6823861684367788, 0.3391844613911258, 0.5422166806002915, 0.0, 
