Mean performance on the last batch at each run 
PMAUC, WAUC, EWAUC, G-mean 
0.7340083636111452, 0.43160947357679524, 0.6087529468643303, 0.0, 
0.7259035573770569, 0.42044914272959133, 0.5877453521577729, 0.0, 
0.773504303492734, 0.4962811235451441, 0.6603971593260526, 0.0, 
0.7330284341997672, 0.42808980935449764, 0.601880920705675, 0.0, 
0.764967589894251, 0.5441399245966225, 0.657688681109671, 0.0, 
0.7606690208289436, 0.4562556100963718, 0.6313284414259732, 0.0, 
0.748472594553119, 0.43066815668919983, 0.6231601149943252, 0.0, 
0.7747799271681297, 0.45358754147234326, 0.6549877550932494, 0.0, 
0.7457114811504307, 0.40903971329871075, 0.6146419247176675, 0.0, 
0.7761784693748678, 0.4559198613467753, 0.6547441515523807, 0.0, 
0.755711510046853, 0.45031271335121464, 0.6285851585745078, 0.0, 
0.7818809914263615, 0.4681446304721561, 0.6595842436677435, 0.0, 
0.7649192365150569, 0.4548629944831299, 0.6544157628031214, 0.0, 
0.7506829578651104, 0.44035116987116035, 0.6293643052805794, 0.0, 
0.7487648046336087, 0.43586962843169574, 0.626765868038062, 0.0, 
0.7831317126286907, 0.5281932207943068, 0.6779921583983313, 0.0, 
0.7615209382867477, 0.5088673788733966, 0.6454509594916517, 0.0, 
0.7655415034371235, 0.46563970249488973, 0.6428849837135087, 0.0, 
0.7876129871231906, 0.5197386515379863, 0.6903048784546055, 0.0, 
0.7373679681212256, 0.4393197275400677, 0.6017953014392861, 0.0, 
0.7569248868025471, 0.48205754733950323, 0.6251471612667526, 0.0, 
0.7035356491630469, 0.3408068221113276, 0.54468089038598, 0.0, 
0.7364229239401074, 0.40434384989159944, 0.6004655408976778, 0.0, 
0.750491921808981, 0.46005049875336396, 0.6370919928479944, 0.0, 
0.7466561862265036, 0.4216091184539199, 0.634664327181145, 0.0, 
