Mean performance on the last batch at each run 
PMAUC, WAUC, EWAUC, G-mean 
0.8882608029121472, 0.750027279280926, 0.8273284527483353, 0.0, 
0.8848952306029764, 0.7497329561745496, 0.8267486511592079, 0.0, 
0.8736669150684969, 0.702448747759491, 0.8064687574768032, 0.0, 
0.8860101498664417, 0.7465499421819516, 0.8244657376832479, 0.0, 
0.8770032472530076, 0.713904213641544, 0.8090661601103629, 0.0, 
0.8861156904052551, 0.7501099263993302, 0.8254572854227752, 0.0, 
0.890446154844117, 0.7683414304853892, 0.8363969488036824, 0.0, 
0.8865230744404579, 0.752184456375214, 0.8258440859831615, 0.0, 
0.8805348353780589, 0.7264659517490569, 0.8171563129340402, 0.0, 
0.8837343263593682, 0.7468008264165577, 0.8240972034868298, 0.0, 
0.8850953472505482, 0.7396797275779952, 0.8238450366312391, 0.0, 
0.8783344282090184, 0.7216817202979458, 0.8124988895025068, 0.0, 
0.8854877673694274, 0.7467720693634083, 0.8251781196034942, 0.0, 
0.8805135263646521, 0.7223304897830677, 0.8166690899428494, 0.0, 
0.882864561753311, 0.729648142235511, 0.8191981012164471, 0.0, 
0.8837504347216613, 0.7342233867004717, 0.8211535006415167, 0.0, 
0.8805366354472545, 0.7282314679614402, 0.8170200838593228, 0.0, 
0.8735972004878176, 0.69904996595498, 0.804029717042916, 0.0, 
0.8897250945466754, 0.7544242792644362, 0.8306313700756902, 0.0, 
0.8766672526498521, 0.7179493029136369, 0.811886633860638, 0.0, 
0.8783500031789419, 0.7195737416498849, 0.8122799879645333, 0.0, 
0.8932553396425666, 0.7633568030042381, 0.8351279555458636, 0.0, 
0.8866063493634171, 0.7507586802091456, 0.8263580524368711, 0.0, 
0.8830070215821165, 0.7288855425515004, 0.8194581874185338, 0.0, 
0.871185566282337, 0.6869421348026372, 0.7970999984324214, 0.0, 
