Mean performance on the last batch at each run 
PMAUC, WAUC, EWAUC, G-mean 
0.768304110895566, 0.5412947010269376, 0.6597837933706759, 0.0, 
0.745754804337194, 0.4682816478290439, 0.6321604281366675, 0.0, 
0.7350559934118572, 0.48514034222703734, 0.619112406883176, 0.0, 
0.7310454435397348, 0.4528749707247945, 0.6238633323080554, 0.0, 
0.743369289342146, 0.47524972325355075, 0.6334263715221192, 0.0, 
0.8019750800883962, 0.6056941150543106, 0.7197345703868333, 0.0, 
0.7403590717688041, 0.44348290710022614, 0.6325877759688898, 0.0, 
0.732762312855899, 0.4817943661674276, 0.6262909961937954, 0.0, 
0.7176606697429375, 0.427004636840482, 0.595830375274516, 0.0, 
0.7877724606348175, 0.5248235662015632, 0.6872784017818967, 0.0, 
0.7955861789160107, 0.5825635984673236, 0.7084829059274238, 0.0, 
0.7321554396718429, 0.46372624262932927, 0.6233106833899787, 0.0, 
0.7353610248447204, 0.47793590859443835, 0.6285310985879492, 0.0, 
0.7130197453377484, 0.40929219996240657, 0.5936540984344746, 0.0, 
0.7413230904277974, 0.47026466524538263, 0.6335731970307268, 0.0, 
0.7198952668829202, 0.4300965499247654, 0.5966528713417921, 0.0, 
0.7803892072126759, 0.5164194601561622, 0.6852621086923143, 0.0, 
0.7373097588471779, 0.47745740457144487, 0.6260826283962035, 0.0, 
0.7424147928092332, 0.45296722915903337, 0.632193506941695, 0.0, 
0.7695907024242871, 0.5011388431228702, 0.6755388928176392, 0.0, 
0.7510284391534392, 0.5059315054392048, 0.6403661547745637, 0.0, 
0.7489339967065732, 0.42556338483096073, 0.636792148504278, 0.0, 
0.6946626442444931, 0.3776775714902181, 0.5718560799512147, 0.0, 
0.78293334463415, 0.5955805669439774, 0.6945861650792485, 0.0, 
0.7001618064697701, 0.392523639113887, 0.5730537199459605, 0.0, 
