Mean performance on the last batch at each run 
PMAUC, WAUC, EWAUC, G-mean 
0.6564869463620123, 0.4549135047375675, 0.5591878253802497, 0.0, 
0.7262046268118091, 0.5683465481237746, 0.6495350458958614, 0.0, 
0.6786781084213072, 0.4313763315804184, 0.5850773440368279, 0.0, 
0.6610434728104875, 0.4520444827377638, 0.5595448558335465, 0.0, 
0.6622239635588534, 0.45017772808123846, 0.566936696497627, 0.0, 
0.6363542567120785, 0.41888562213990593, 0.5283471314962068, 0.0, 
0.7038384972883415, 0.4688859210497559, 0.615775222589647, 0.0, 
0.644510221224829, 0.4214319167900271, 0.5400084001017527, 0.0, 
0.6903013853823871, 0.47851291477602703, 0.6049389653384085, 0.0, 
0.667043662405918, 0.4237058885479236, 0.5774994750480402, 0.0, 
0.7056205730077861, 0.529233279943445, 0.6225870490774235, 0.0, 
0.6568339355334192, 0.44813754406570677, 0.556473122589002, 0.0, 
0.6805976599241412, 0.4653441857693164, 0.5924983059559706, 0.0, 
0.633699928676516, 0.4096028717933461, 0.5197330574628076, 0.0, 
0.6512705813337148, 0.43615047328516243, 0.5470554190095605, 0.0, 
0.6803308661763147, 0.49790307644035625, 0.5880132999351962, 0.0, 
0.698051572245914, 0.5123551549644167, 0.6134100803104664, 0.0, 
0.7030106889441229, 0.501305805641343, 0.6029077387893665, 0.0, 
0.6856624586563019, 0.45497134471320255, 0.5954497799377985, 0.0, 
0.6508145298511245, 0.41753954910416874, 0.5469674443831268, 0.0, 
0.6824430496500802, 0.4818333035605784, 0.5869869657684945, 0.0, 
0.7066867791802713, 0.49919039930339937, 0.62022837888995, 0.0, 
0.6593197675608086, 0.4420533066483449, 0.5598544749748565, 0.0, 
0.6744482076915574, 0.4592099686350103, 0.5827459620970055, 0.0, 
0.6578485224940755, 0.43293353769322723, 0.5571219454379127, 0.0, 
