Mean performance on the last batch at each run 
PMAUC, WAUC, EWAUC, G-mean 
0.742330734326742, 0.41811484284535944, 0.6360927869859704, 0.0, 
0.7501832653351195, 0.4504103000230015, 0.6643130808949826, 0.0, 
0.7450594580626132, 0.3907658993401608, 0.6310829356595593, 0.0, 
0.7515937587796792, 0.43965916455281845, 0.6502930658744192, 0.0, 
0.7688462078672048, 0.4799767193317445, 0.682921649019775, 0.0, 
0.7441928224590965, 0.4516784316375679, 0.6505895035902519, 0.0, 
0.7604260665618904, 0.4745864564401597, 0.6738860914584273, 0.0, 
0.7427625728230096, 0.4153660607110108, 0.6397665169242723, 0.0, 
0.746191066603775, 0.4363699423863366, 0.6385931453585342, 0.0, 
0.7411636494372305, 0.3976041485661982, 0.6441358171146282, 0.0, 
0.7519110239707802, 0.4231806934836474, 0.6600450716900479, 0.0, 
0.7438288215849946, 0.43052534788209207, 0.6439389257540351, 0.0, 
0.75043616581093, 0.4518682093199411, 0.654342333962872, 0.0, 
0.7597200720062585, 0.4505180924530167, 0.6680430624423118, 0.0, 
0.758133002597174, 0.46831674137375207, 0.6700620226428293, 0.0, 
0.7639771011061428, 0.47251898326576364, 0.6715545180157809, 0.0, 
0.7449888704475349, 0.42475408093667993, 0.6457733668177399, 0.0, 
0.7640900860142769, 0.46382820685049986, 0.674779178709029, 0.0, 
0.7685116637234604, 0.46533138857017164, 0.6683416945673304, 0.0, 
0.7299697187651225, 0.4056031569096052, 0.6233148529820333, 0.0, 
0.7496872174795843, 0.3999303697226513, 0.636987975644762, 0.0, 
0.7688365028982608, 0.47230361191548687, 0.6814710810909387, 0.0, 
0.7396924373614182, 0.424650828597713, 0.6365486903761343, 0.0, 
0.7629293597471194, 0.49305409779888426, 0.671911528895993, 0.0, 
0.7452858818648231, 0.437392649966332, 0.651700281205802, 0.0, 
