Mean performance on the last batch at each run 
PMAUC, WAUC, EWAUC, G-mean 
0.5758358499062532, 0.4413910637291767, 0.5218936156209387, 0.0, 
0.5715128009738517, 0.4132537013129683, 0.5208807986087584, 0.0, 
0.5811137869667459, 0.43054084767017636, 0.526738714383809, 0.0, 
0.5804873242909617, 0.42750714964222924, 0.5266928100918207, 0.0, 
0.5647447041081598, 0.4168945147712662, 0.5033766544242151, 0.0, 
0.6057496864150923, 0.4450983327293566, 0.5554835232267278, 0.0, 
0.5524243078202831, 0.41170466399313316, 0.5032875244502792, 0.0, 
0.5904326259489304, 0.43028852734833645, 0.5346527328868427, 0.0, 
0.5751253987236332, 0.42079621513920784, 0.5255635729749233, 0.0, 
0.5789539048979764, 0.4304600074642524, 0.5274450604832275, 0.0, 
0.5726585699362945, 0.4248426359601576, 0.5296498260885463, 0.0, 
0.5918381681040641, 0.4366747500312981, 0.5408874231228673, 0.0, 
0.5883925616005932, 0.44040410911672234, 0.5374901883311551, 0.0, 
0.5736290287720026, 0.42696385731168446, 0.519994739775164, 0.0, 
0.5983513346293969, 0.45092686717368236, 0.5485249704874603, 0.0, 
0.5843823641238566, 0.43114436037084847, 0.5325413078362843, 0.0, 
0.587825700731178, 0.4361254106799134, 0.5397034630733809, 0.0, 
0.5807866118132707, 0.42527762443722816, 0.5247062974286336, 0.0, 
0.5936659114128743, 0.4421114631683873, 0.5399470786798426, 0.0, 
0.5841936756586691, 0.4323775957762732, 0.5306813429197683, 0.0, 
0.5776850512749384, 0.4261114112492478, 0.5199349253597861, 0.0, 
0.5757328766852956, 0.42814118504771664, 0.5205111801996877, 0.0, 
0.599643020184456, 0.4459565181651051, 0.5465562012769022, 0.0, 
0.5869475967386416, 0.43075117952773573, 0.5376381761570523, 0.0, 
0.5915110018779386, 0.43544359116731474, 0.538007978763624, 0.0, 
