Mean performance on the last batch at each run 
PMAUC, WAUC, EWAUC, G-mean 
0.6546437888762591, 0.295533273515394, 0.5701915873538325, 0.0, 
0.6189613723911463, 0.5296150628408419, 0.574556945701157, 0.0, 
0.6429077369675724, 0.5614952488737112, 0.5959435656529622, 0.0, 
0.6310975241545893, 0.5049256104688206, 0.5853593732030853, 0.0, 
0.60077302579647, 0.5143552576255275, 0.5529173078476868, 0.0, 
0.5950047065927819, 0.4750862072026783, 0.5483584394613316, 0.0, 
0.6131069333933248, 0.50182728532129, 0.5638092523567968, 0.0, 
0.5970909013766538, 0.4925697649433259, 0.5437740125371264, 0.0, 
0.6109590102143917, 0.49746419908659967, 0.5609381869445125, 0.0, 
0.6350054268889519, 0.5312160129126078, 0.5894226715619905, 0.0, 
0.5954366573521519, 0.4775295278166958, 0.5454041442690505, 0.0, 
0.6276896056329133, 0.5169292854070586, 0.5814766287220262, 0.0, 
0.6081549366928735, 0.4891594788748529, 0.5627895970228355, 0.0, 
0.5913479405449782, 0.5239046718071451, 0.5481814855083041, 0.0, 
0.5152227293896626, 0.39229029041418756, 0.4588958100308744, 0.0, 
0.6054313686021912, 0.4799626920251089, 0.5526133692483228, 0.0, 
0.6635251590571816, 0.5854773737936853, 0.6192012631237565, 0.0, 
0.6679358778535571, 0.5997163621043219, 0.6258574628000985, 0.0, 
0.6084437162546177, 0.5066475259106343, 0.5602671763247078, 0.0, 
0.6228102404407819, 0.496270289135847, 0.5765779831802246, 0.0, 
0.5873008331754603, 0.4635397182083664, 0.5264486865157625, 0.0, 
0.6510343255659754, 0.5475786458847642, 0.6056722583933466, 0.0, 
0.5951561463957562, 0.47097774986801644, 0.5441352384885094, 0.0, 
0.6522053297969753, 0.5597980800950625, 0.6048055844919783, 0.0, 
0.6131272102238641, 0.5054248278638491, 0.5598227120542398, 0.0, 
