Mean performance on the last batch at each run 
PMAUC, WAUC, EWAUC, G-mean 
0.7034930682887757, 0.4966631394662877, 0.613008600050643, 0.0, 
0.6707251114348047, 0.4364530908618826, 0.5797959951880282, 0.0, 
0.7228612058081418, 0.5278477322740874, 0.6370661669233922, 0.0, 
0.7078360703178211, 0.527019638945453, 0.6257739405012415, 0.0, 
0.7348702022408531, 0.5428216252126459, 0.6538269320184694, 0.0, 
0.7206581104328473, 0.5278002904924223, 0.6261130347203049, 0.0, 
0.6658365085164499, 0.4535028905302763, 0.5602088687529021, 0.0, 
0.6839998324544526, 0.46289062060200126, 0.5917432703599212, 0.0, 
0.6551068363134301, 0.42431107095261483, 0.5579037500125885, 0.0, 
0.6886570420572948, 0.48344390557332984, 0.5959897716128111, 0.0, 
0.669763859717263, 0.48931370646027705, 0.5654371620351808, 0.0, 
0.6416226758752346, 0.4274674975802887, 0.5324892503076754, 0.0, 
0.6785953363497841, 0.47910259859198034, 0.5909680289614591, 0.0, 
0.681574936435927, 0.501283705543771, 0.5851669266250666, 0.0, 
0.6121320145073597, 0.41590200482433887, 0.5069750705661971, 0.0, 
0.7056341487212169, 0.5551478897099364, 0.6230732398282761, 0.0, 
0.6824908020776747, 0.4810828590582939, 0.5959980123217435, 0.0, 
0.7170615887256675, 0.5079886483470407, 0.6351778455641021, 0.0, 
0.6821615993082685, 0.4855464576327246, 0.5857566366891526, 0.0, 
0.6484385183555442, 0.48191824294037405, 0.5504182787966521, 0.0, 
0.6859369450611696, 0.4637293221670219, 0.588805754125462, 0.0, 
0.7187182577674118, 0.5111153732776743, 0.6353071466742034, 0.0, 
0.6790847856856108, 0.46585914588891086, 0.5895406737698552, 0.0, 
0.6875327039363788, 0.4995646270152851, 0.5978404417807879, 0.0, 
0.7209648998152666, 0.5410126808194846, 0.6440864553308562, 0.0, 
