Mean performance on the last batch at each run 
PMAUC, WAUC, EWAUC, G-mean 
0.6872828948407063, 0.5036182228484022, 0.6084000006485621, 0.0, 
0.6366260953858195, 0.4168189929338656, 0.566353432984445, 0.0, 
0.6623566187747241, 0.46970331831691137, 0.5856938318517512, 0.0, 
0.6859548167092925, 0.49961123105568633, 0.6046453520253907, 0.0, 
0.6760653476366394, 0.4909048229605334, 0.5941382495094433, 0.0, 
0.6615763942452988, 0.46139021209988795, 0.5886894225474238, 0.0, 
0.721934783172528, 0.5574336418254419, 0.6670317433238039, 0.0, 
0.6491289152537022, 0.4351673845277391, 0.5736223455037818, 0.0, 
0.6859548167092925, 0.49961123105568633, 0.6046453520253907, 0.0, 
0.6978033081187388, 0.511363507667842, 0.6159384071238816, 0.0, 
0.6890429004733938, 0.4942742673682363, 0.6189094786940313, 0.0, 
0.6724147964338715, 0.4888662515486689, 0.5898923418693054, 0.0, 
0.761195297664154, 0.6389450763393343, 0.6891768081527939, 0.0, 
0.6407080398584557, 0.42710054718244833, 0.5749693505303611, 0.0, 
0.6625357455784244, 0.46319707323772125, 0.5974378721380953, 0.0, 
0.6604021352905091, 0.46251072966712625, 0.5947292441438489, 0.0, 
0.6859548167092925, 0.49961123105568633, 0.6046453520253907, 0.0, 
0.6507472678080892, 0.4450286012147207, 0.5769369604692252, 0.0, 
0.6253141661253873, 0.4296880411328944, 0.5402263418943872, 0.0, 
0.6585898651932595, 0.4586244547743289, 0.5883772288773462, 0.0, 
0.703837884590229, 0.5607445459744986, 0.6411433982546954, 0.0, 
0.6549410484805837, 0.4599436130483734, 0.5630153909731874, 0.0, 
0.6570147677629828, 0.4617309796277407, 0.5877463188290271, 0.0, 
0.6859548167092925, 0.49961123105568633, 0.6046453520253907, 0.0, 
0.6734104014995694, 0.4675004106859227, 0.5933044638906251, 0.0, 
