Mean performance on the last batch at each run 
PMAUC, WAUC, EWAUC, G-mean 
0.4827011979749665, 0.44829563593386795, 0.49514469469777145, 0.0, 
0.5435329948420211, 0.506669364465692, 0.5359667740935398, 0.0, 
0.5099823795345837, 0.5065936294796926, 0.5159305225198153, 0.0, 
0.5627538144014892, 0.5040974835024286, 0.563378327966811, 0.0, 
0.5195050472321527, 0.48617257689809606, 0.5280838952769389, 0.0, 
0.5444103795744416, 0.5021703969695346, 0.5378426781798239, 0.0, 
0.5423200399794101, 0.4873751656805247, 0.5286954006062932, 0.0, 
0.4951564943506821, 0.46968476128255415, 0.47286289939785786, 0.0, 
0.5517568031287704, 0.5314552684542696, 0.5401699267463341, 0.0, 
0.5075212926173768, 0.44290509509830145, 0.5065864184018364, 0.0, 
0.5464450806418385, 0.48958689370784075, 0.5375591623298284, 0.0, 
0.5389365832490126, 0.4846917341260616, 0.5421162324035816, 0.0, 
0.46524803243002827, 0.449397011738092, 0.4741442401456265, 0.0, 
0.5574024248530725, 0.5197884643061454, 0.5494953335684821, 0.0, 
0.5202623935490337, 0.4885577164748218, 0.5134303301911314, 0.0, 
0.5330837440398809, 0.4899326840395017, 0.54042062407526, 0.0, 
0.49308861564029144, 0.47109988060505714, 0.4999977336018701, 0.0, 
0.5085763334146023, 0.4994093500561415, 0.5130694423694528, 0.0, 
0.5724757898451895, 0.5157380505660387, 0.5692223188745466, 0.0, 
0.4901103487561846, 0.4779012113618043, 0.49005146395684257, 0.0, 
0.5254326198669199, 0.5155946461735785, 0.5298725484307542, 0.0, 
0.5890982898261964, 0.5672501304517377, 0.5766092033242999, 0.0, 
0.5514503876978847, 0.4931421367677563, 0.5476564033881004, 0.0, 
0.4750237438022938, 0.4648152596251004, 0.4896641249067148, 0.0, 
0.47372771911001343, 0.4456944178798146, 0.4832099206947075, 0.0, 
