Mean performance on the last batch at each run 
PMAUC, WAUC, EWAUC, G-mean 
0.5660724808536151, 0.5798472136226986, 0.5696491550108931, 0.0, 
0.5473525606209749, 0.5497317582814866, 0.5495471192479128, 0.0, 
0.5083588116729231, 0.5169810456434306, 0.5125808521597368, 0.0, 
0.517975317471323, 0.516591178353566, 0.5228384128248287, 0.0, 
0.5105344858620523, 0.4944301987191305, 0.513527369, 0.0, 
0.5186701480478269, 0.5206209132117154, 0.5211626841012651, 0.0, 
0.5088304447121027, 0.5073767042116749, 0.511883974500308, 0.0, 
0.5443445470597316, 0.54019940964991, 0.5480187876027748, 0.0, 
0.49339359385864134, 0.4794384096832076, 0.4952612950139749, 0.0, 
0.5132396197698164, 0.5068541335682869, 0.5154137809890266, 0.0, 
0.4978406988256904, 0.4815388768234393, 0.49942515514185876, 0.0, 
0.5562033258822449, 0.567870820206655, 0.558263821056958, 0.0, 
0.5051595074616642, 0.5024201869724715, 0.50742032479751, 0.0, 
0.5440145922272849, 0.5352870734962357, 0.5463117714326465, 0.0, 
0.5003938714052755, 0.48631048025144785, 0.5030566611247884, 0.0, 
0.510971415057564, 0.4957184597236962, 0.5153182719025481, 0.0, 
0.5236161742880666, 0.527835178982481, 0.5279848241418298, 0.0, 
0.5117388190331632, 0.503591400125116, 0.5131068982832074, 0.0, 
0.5120137263088846, 0.5122723832968807, 0.5147609895634923, 0.0, 
0.5158432370767435, 0.5187544605668207, 0.517798040412746, 0.0, 
0.529056157180034, 0.5314231235190152, 0.5311648107483238, 0.0, 
0.5280136342652987, 0.5254701003795715, 0.5291080416011944, 0.0, 
0.5332423308480754, 0.5221985116936291, 0.5362770664370685, 0.0, 
0.5184166104872848, 0.4973814434202989, 0.5220475993686393, 0.0, 
0.5093775790503805, 0.5076795708630836, 0.5119321452621184, 0.0, 
