Mean performance on the last batch at each run 
PMAUC, WAUC, EWAUC, G-mean 
0.5333407484808619, 0.45341375972200554, 0.49812624131564626, 0.0, 
0.5263052879536048, 0.44528998677866566, 0.49077504721372556, 0.0, 
0.5246260005855367, 0.4654479219044125, 0.5000687445937626, 0.0, 
0.5393708439435198, 0.45893629276761844, 0.5080124326834723, 0.0, 
0.523391630639666, 0.46269023626145084, 0.49641721001584016, 0.0, 
0.5499484861448342, 0.4810150242601095, 0.5176516717346442, 0.0, 
0.5373768381563778, 0.4741517529820341, 0.5144232727864863, 0.0, 
0.5344440786935414, 0.47440576594002115, 0.5077230028915707, 0.0, 
0.526837084040635, 0.4682771765361692, 0.49941587449705943, 0.0, 
0.5250998870736542, 0.46284020255973657, 0.49264092063676307, 0.0, 
0.5245463478450902, 0.4606476424133576, 0.49190863268317403, 0.0, 
0.5217609210481321, 0.46561629064171034, 0.4904570847835109, 0.0, 
0.5292468032551855, 0.47214112516975476, 0.5055757080954445, 0.0, 
0.5415758794296601, 0.47318849977374383, 0.5136146961192121, 0.0, 
0.5216658089017375, 0.46455593624095887, 0.49648796864710604, 0.0, 
0.5211331660611934, 0.46085292231192065, 0.4886597121548809, 0.0, 
0.5317476194068179, 0.45909092638495036, 0.4978196436650995, 0.0, 
0.5340823035281007, 0.4697475259367083, 0.5079486009864966, 0.0, 
0.5394175377300096, 0.47701988345121393, 0.5119467794576135, 0.0, 
0.5315047375811048, 0.47246015605047764, 0.5049625680892992, 0.0, 
0.5349267347759886, 0.49818676338071316, 0.5053443309934578, 0.0, 
0.5048917076361701, 0.44430010793081676, 0.46941978759228065, 0.0, 
0.5415739985456984, 0.46094923436330226, 0.5099603196690419, 0.0, 
0.5123465009348315, 0.45350014898521784, 0.48122029415002116, 0.0, 
0.5427406774341814, 0.4873537719492359, 0.5164892939864429, 0.0, 
