Mean performance on the last batch at each run 
PMAUC, WAUC, EWAUC, G-mean 
0.9421967708473566, 0.8662619788111571, 0.9001252836389472, 0.0, 
0.9044463009429359, 0.8301940706253059, 0.8420021974638655, 0.0, 
0.963359726826191, 0.9264363809336003, 0.9484265440516899, 0.0, 
0.9550506223140613, 0.9171979709727814, 0.9420082705434983, 0.0, 
0.9632468277803676, 0.9261483600127686, 0.9490892655162804, 0.0, 
0.9650093547657518, 0.9307447965528381, 0.9537359124829554, 0.0, 
0.9676440040240679, 0.9314387628863255, 0.9574789256807766, 0.0, 
0.9575977049606065, 0.8869864709145333, 0.9226823859892859, 0.0, 
0.8776913433752932, 0.7405679491732928, 0.8119874390475471, 0.0, 
0.9481278134364178, 0.8895582654535235, 0.9215786179812598, 0.0, 
0.9662897120430772, 0.9322335219440723, 0.9534353550324182, 0.0, 
0.9241724433446393, 0.8445860460349578, 0.8780120049906076, 0.0, 
0.848653767938171, 0.51883152616213, 0.7301291123551438, 0.0, 
0.9354422097361846, 0.8636351268274667, 0.9020426573010086, 0.0, 
0.9654358206371446, 0.9286237021298586, 0.9513825172257971, 0.0, 
0.9284584286948364, 0.862327646465496, 0.8821186652690203, 0.0, 
0.966114181599171, 0.9298378307491308, 0.955872405590929, 0.0, 
0.8907589334879193, 0.783908611904385, 0.8136497934557888, 0.0, 
0.9369819761043884, 0.8736795201155506, 0.8925707193782496, 0.0, 
0.9344778226863587, 0.8649377769142645, 0.8940134151706678, 0.0, 
0.9675457476254228, 0.9307733152358733, 0.9562484664238585, 0.0, 
0.9466268680280191, 0.9047053852318625, 0.9192947593548586, 0.0, 
0.9596530286707787, 0.9182004217903242, 0.9430784732930176, 0.0, 
0.9641198171488721, 0.9288756027065942, 0.947208739014177, 0.0, 
0.8803166290205763, 0.5477830448990717, 0.7580745498072677, 0.0, 
