Mean performance on the last batch at each run 
PMAUC, WAUC, EWAUC, G-mean 
0.8956048234353793, 0.7492883727533333, 0.830540791176982, 0.0, 
0.891847725998178, 0.7420604814335666, 0.8285184066116017, 0.0, 
0.8908828959591889, 0.7897569912899541, 0.8386882341786843, 0.0, 
0.9094282192699248, 0.8222039687421884, 0.8605513266412184, 0.0, 
0.8785179079705615, 0.7567281654106476, 0.8241814291202469, 0.0, 
0.8780555422367537, 0.7546302388437246, 0.8201703980560193, 0.0, 
0.8798037561937831, 0.7389121100653555, 0.8170799451526412, 0.0, 
0.8977708484164908, 0.7878677729734775, 0.8448211910789859, 0.0, 
0.8989735211674474, 0.7933390704471307, 0.8465210976967893, 0.0, 
0.9097294809784451, 0.8189291207252486, 0.8640991682494477, 0.0, 
0.8730622564329148, 0.7405415510345554, 0.8123802252668514, 0.0, 
0.8960963102325971, 0.774648422246218, 0.8393451345095808, 0.0, 
0.8966602667762111, 0.7813242419137685, 0.8412661840065985, 0.0, 
0.8786117973850367, 0.7201970043952557, 0.8107730202694649, 0.0, 
0.8941710929527733, 0.788868703648398, 0.8386441747810901, 0.0, 
0.9016027550401285, 0.7598708830252058, 0.8382877040760089, 0.0, 
0.8766387382990419, 0.7441229023455057, 0.8126038306283658, 0.0, 
0.9037817826046972, 0.8086448616940866, 0.8547991553235493, 0.0, 
0.9006814270962928, 0.7672511644509641, 0.8403007771486325, 0.0, 
0.8785981890239677, 0.7449245546744784, 0.8146081875197388, 0.0, 
0.866949996608885, 0.709511585691273, 0.7990143073568592, 0.0, 
0.8900388630474833, 0.7409471617625155, 0.8250323982908153, 0.0, 
0.888525246238413, 0.7572459118061564, 0.8248042894774203, 0.0, 
0.8811139197878344, 0.7517008169456649, 0.8170824911690596, 0.0, 
0.9003485147301049, 0.7937683475111376, 0.8519053544373073, 0.0, 
