Mean performance on the last batch at each run 
PMAUC, WAUC, EWAUC, G-mean 
0.49866041455416266, 0.49216941517338736, 0.5005845605897894, 0.0, 
0.5568927773852143, 0.5359838246736877, 0.554981722430684, 0.0, 
0.5084724663734764, 0.47831137910707383, 0.5077355732272227, 0.0, 
0.44383407257852464, 0.47196226630590254, 0.44467212624825103, 0.0, 
0.4428376630442464, 0.45327011328114286, 0.4446839685473047, 0.0, 
0.4981074090915039, 0.4960679828323463, 0.5020398817042363, 0.0, 
0.4483488255860764, 0.48146807227205224, 0.4510480453137521, 0.0, 
0.4126558959269966, 0.398669822736563, 0.4116815868130576, 0.0, 
0.46784137229707773, 0.457241484531522, 0.47037788181771656, 0.0, 
0.49179321204421567, 0.4697656391327867, 0.4940100198966819, 0.0, 
0.4257446720480847, 0.40444261013676625, 0.4237445496587304, 0.0, 
0.472355261151097, 0.44523820520530605, 0.47192377615127024, 0.0, 
0.44262555803244463, 0.4856248718014996, 0.4403166543238766, 0.0, 
0.44085223156938924, 0.46805114785015417, 0.44540980927878565, 0.0, 
0.4217732230604534, 0.4277056015723506, 0.4224189502240623, 0.0, 
0.4143723357362043, 0.4029160168540345, 0.4146218688843347, 0.0, 
0.5226282318819806, 0.541776226311413, 0.525112804869882, 0.0, 
0.3867379665455079, 0.4301500559066597, 0.3883446811948773, 0.0, 
0.39230991558276795, 0.4125209045170043, 0.3903704122022587, 0.0, 
0.46171104083611486, 0.4321364788077637, 0.4587208978279972, 0.0, 
0.48450015273600805, 0.4881450684778039, 0.48507790690315855, 0.0, 
0.4951459552261687, 0.4962332731970091, 0.4903642183765837, 0.0, 
0.44978476689075153, 0.4304808340730706, 0.44615580429058954, 0.0, 
0.4868314250210401, 0.4480434397638303, 0.486878595269768, 0.0, 
0.4916223270129938, 0.5010303012285886, 0.4948701413469822, 0.0, 
