Mean performance on the last batch at each run 
PMAUC, WAUC, EWAUC, G-mean 
0.4572575200050603, 0.47611488483343284, 0.4623691792350399, 0.0, 
0.47586709221244305, 0.4878619443263548, 0.4790309550228536, 0.0, 
0.47393189141218256, 0.49095950237875474, 0.47805939841976036, 0.0, 
0.47372438615057066, 0.49415731905536775, 0.4779332884645256, 0.0, 
0.4744819468189178, 0.48859779877975656, 0.4794757542818966, 0.0, 
0.47132769783275114, 0.5002323001946001, 0.47803814025209274, 0.0, 
0.4511967592076482, 0.47559007549742705, 0.457691506834288, 0.0, 
0.4798787385784446, 0.49549021885805844, 0.4850611870134664, 0.0, 
0.4651108184233287, 0.4796852864619017, 0.47347373114828495, 0.0, 
0.4634126743905075, 0.4820131497396789, 0.468523124328128, 0.0, 
0.4750272641138527, 0.47597440598993257, 0.4771189848787848, 0.0, 
0.4529355056932193, 0.4756464161642012, 0.4576796327813809, 0.0, 
0.46154616941698806, 0.47376329011825496, 0.46396453356515815, 0.0, 
0.4519230643876863, 0.4792547587393121, 0.45579376751238176, 0.0, 
0.44826276003269, 0.46264870073337483, 0.45249801824442204, 0.0, 
0.4573756853438968, 0.46543528947504403, 0.46022967432962797, 0.0, 
0.4523474955404841, 0.4675385112442579, 0.45814095456030113, 0.0, 
0.4450809104479555, 0.467318158064037, 0.4521134049826004, 0.0, 
0.46264401043226083, 0.47033763077273943, 0.47001470722374905, 0.0, 
0.45537441430702136, 0.47815993869215967, 0.46066384320787634, 0.0, 
0.47179206348224667, 0.49978106728133986, 0.47503299645012065, 0.0, 
0.4420134099939812, 0.46267497651702916, 0.4472452664955899, 0.0, 
0.44191793632429194, 0.47072246767000175, 0.4461431059479227, 0.0, 
0.46858496252050813, 0.4862970175058371, 0.4749859919848198, 0.0, 
0.4666310604280945, 0.47865345577615537, 0.47145408202036104, 0.0, 
