Mean performance on the last batch at each run 
PMAUC, WAUC, EWAUC, G-mean 
0.5657985122687852, 0.4027273689863999, 0.5164566307795571, 0.0, 
0.5813904595841382, 0.45479230353111677, 0.5420024321277189, 0.0, 
0.58329259038257, 0.45791813167648404, 0.5415533872350946, 0.0, 
0.5745985298581444, 0.4290019071256985, 0.5228788256555774, 0.0, 
0.5904135033096869, 0.45299397030008276, 0.5483912505120293, 0.0, 
0.5509013022392601, 0.39408718803502507, 0.504563108111846, 0.0, 
0.5804160727476667, 0.45825538003495375, 0.5369412699116803, 0.0, 
0.6150271912526192, 0.5225637804925936, 0.5722770779475905, 0.0, 
0.5752280041501979, 0.44828095373720545, 0.5230943816909737, 0.0, 
0.5855011933952604, 0.44271821801813066, 0.5440779051567589, 0.0, 
0.5739921059956393, 0.44085081918676705, 0.5335681731022539, 0.0, 
0.5831390694155644, 0.44248288793399204, 0.5445624891758999, 0.0, 
0.5563187057717315, 0.4365373565489603, 0.5133378126273893, 0.0, 
0.5741827626523541, 0.4302503250708505, 0.5327393698186732, 0.0, 
0.5829089278583665, 0.4500766912487911, 0.5436761492826057, 0.0, 
0.5667831915567628, 0.4162228505877212, 0.5212940305644348, 0.0, 
0.6009768317270978, 0.47303768914220157, 0.5599391609657287, 0.0, 
0.6000354535281643, 0.4801855441862768, 0.5572619105092302, 0.0, 
0.6015037285115407, 0.492795909594065, 0.5644796671751151, 0.0, 
0.5702588490992098, 0.43521601871275784, 0.5215753604846691, 0.0, 
0.5988861045582838, 0.4679567954990996, 0.5582030543902131, 0.0, 
0.5649639226756378, 0.44034844360259695, 0.5163711730954507, 0.0, 
0.5964879808476373, 0.4752456194077094, 0.5541282227644468, 0.0, 
0.580898708708509, 0.4571955849900596, 0.5370565631753457, 0.0, 
0.5785451125120166, 0.42638005066939766, 0.5368131248602418, 0.0, 
