Mean performance on the last batch at each run 
PMAUC, WAUC, EWAUC, G-mean 
0.44642831961965146, 0.43834341681873307, 0.4475409945506248, 0.0, 
0.4750378490045106, 0.461899066073903, 0.47302318319138803, 0.0, 
0.4428355339134601, 0.4388848859948048, 0.44034477617010404, 0.0, 
0.43937691515822486, 0.43970577413787504, 0.4362346097465369, 0.0, 
0.5332511089026764, 0.54024256356056, 0.5293593706745722, 0.0, 
0.44034888553337975, 0.43438138764274054, 0.43777828191583484, 0.0, 
0.38933494001197533, 0.40174791367281515, 0.39256050914147184, 0.0, 
0.4526062085763267, 0.43462623024022945, 0.44711432793192724, 0.0, 
0.45017122318870734, 0.4517064404069246, 0.44870643298269985, 0.0, 
0.3939218703662244, 0.4097031843521738, 0.38822808669130504, 0.0, 
0.46480992511130637, 0.46402422802129173, 0.4618083106680506, 0.0, 
0.5600151907210423, 0.5290747404151119, 0.5658740574330229, 0.0, 
0.3935400643542655, 0.36844897855326336, 0.38847312381241544, 0.0, 
0.4462392093644632, 0.43870101802732975, 0.43571495880614525, 0.0, 
0.4307007905348697, 0.4135650701168496, 0.42896199449147904, 0.0, 
0.45734975526907823, 0.45495431096834676, 0.4536677248243611, 0.0, 
0.504090411011941, 0.46176300453143754, 0.5003968033744433, 0.0, 
0.5089134318216272, 0.4827441466498959, 0.5070606966563006, 0.0, 
0.4184178228865731, 0.40527587921118446, 0.41857296150787954, 0.0, 
0.4155331804777172, 0.4219922918571923, 0.41200231199704346, 0.0, 
0.42597511034583513, 0.4079187582720519, 0.416935000747395, 0.0, 
0.5035023677225354, 0.5022095671654488, 0.4989505333435587, 0.0, 
0.4684237492781596, 0.4570230701465233, 0.46606975129395833, 0.0, 
0.46134494475408433, 0.45440780589542423, 0.45421805486412553, 0.0, 
0.4390399836547721, 0.4420469434362921, 0.44279790496614463, 0.0, 
