Mean performance on the last batch at each run 
PMAUC, WAUC, EWAUC, G-mean 
0.5778746544097754, 0.39929786839740294, 0.5162159143478529, 0.0, 
0.6378027057073831, 0.5513621101976452, 0.5788190151367248, 0.0, 
0.6589669847150481, 0.565794254910419, 0.6020681664960862, 0.0, 
0.5595513111138164, 0.4945655772883831, 0.4843758233946667, 0.0, 
0.5812585224077075, 0.439980737961005, 0.5187414222396782, 0.0, 
0.6262352793920215, 0.5128330296803154, 0.5677024809966463, 0.0, 
0.6541297649935547, 0.530055265109307, 0.5876851365821679, 0.0, 
0.600801752713219, 0.45842375082809156, 0.5315165906956394, 0.0, 
0.6575026529900257, 0.5597662866043808, 0.609460575680223, 0.0, 
0.6196402183062096, 0.4459427396146957, 0.5506348678735947, 0.0, 
0.5947963836195753, 0.4847953933260568, 0.5311043469984158, 0.0, 
0.5606663948231047, 0.4483838952232615, 0.48457561745006444, 0.0, 
0.581283643125796, 0.48155251008033084, 0.5029341413754929, 0.0, 
0.6484104965093529, 0.49826881153366964, 0.5899785739587214, 0.0, 
0.5946611023096037, 0.4195092640122754, 0.5135712913297451, 0.0, 
0.5910423253815251, 0.4059397765240109, 0.5164153572268999, 0.0, 
0.6323676751414693, 0.5191776112695864, 0.5672887123179504, 0.0, 
0.5710137099545957, 0.43897742097250064, 0.5149311882615346, 0.0, 
0.5720758472173766, 0.4342076043236091, 0.5016313620017088, 0.0, 
0.6439580797186948, 0.49314122761117446, 0.5858819579240433, 0.0, 
0.5673479421589915, 0.43154316904037404, 0.4919874106683202, 0.0, 
0.6401768318733265, 0.5076700102831896, 0.5883719499425797, 0.0, 
0.5729251238083644, 0.4199472112283473, 0.5025494823791061, 0.0, 
0.5905418614709739, 0.454804922655686, 0.5155397780425448, 0.0, 
0.5341475510437054, 0.38951954649966675, 0.454146263251924, 0.0, 
