Mean performance on the last batch at each run 
PMAUC, WAUC, EWAUC, G-mean 
0.4314545362362491, 0.44638350337407856, 0.4414220948861198, 0.0, 
0.46151039235553654, 0.46989286841653155, 0.46743643147916636, 0.0, 
0.45477853450498124, 0.46168448577590093, 0.4620708047456679, 0.0, 
0.4408697154808914, 0.4539780680028778, 0.45096345343247796, 0.0, 
0.4374508967629504, 0.4470999694154015, 0.44650476320934807, 0.0, 
0.44547128517467016, 0.46456532776716186, 0.45712685397720954, 0.0, 
0.4513272985157078, 0.4629513183810516, 0.4600744639621728, 0.0, 
0.4407624198485818, 0.45314802498235124, 0.4517362357347262, 0.0, 
0.46427187356070604, 0.4681039906935797, 0.47317498933526736, 0.0, 
0.45148978858274164, 0.4586546586667556, 0.4579768573440575, 0.0, 
0.45761317007276126, 0.463767823850349, 0.4658403498889282, 0.0, 
0.458454573604821, 0.46679211964417355, 0.4657010792373817, 0.0, 
0.44865412065372073, 0.45671069988179025, 0.45758135264497746, 0.0, 
0.4453833305014618, 0.45491408433099717, 0.4556600505234673, 0.0, 
0.45117813930114314, 0.4577375736527374, 0.45843560195073063, 0.0, 
0.4416564996758619, 0.44786000472817183, 0.4527700872166856, 0.0, 
0.44539109204931787, 0.4556103358287612, 0.45538360527592375, 0.0, 
0.4531842353923178, 0.4643534260317165, 0.4630895927459713, 0.0, 
0.43826630804647354, 0.4508721248771459, 0.4491319219161455, 0.0, 
0.4512897633496807, 0.4576710592943166, 0.4598412755798077, 0.0, 
0.4523476138620564, 0.45993912285019894, 0.4644602913410125, 0.0, 
0.4555636109813442, 0.4620097440169668, 0.46386773188327834, 0.0, 
0.4506919177281602, 0.4568628804429816, 0.46048486831849866, 0.0, 
0.4345584181025141, 0.4401402755231295, 0.4436568424704262, 0.0, 
0.4414546452861116, 0.4515775814256134, 0.45466312138271153, 0.0, 
