Mean performance on the last batch at each run 
PMAUC, WAUC, EWAUC, G-mean 
0.8984361722399785, 0.7659258439386475, 0.8477784842240124, 0.0, 
0.899027976829565, 0.7926651478312882, 0.8459841993701962, 0.0, 
0.9085129940218037, 0.8109574277039192, 0.852622309610422, 0.0, 
0.972269323443851, 0.9163809008888474, 0.9522613479947035, 0.0, 
0.8945386407176759, 0.7943255725295248, 0.8348437569215491, 0.0, 
0.9677253509714473, 0.9379240633268882, 0.9494692652782982, 0.0, 
0.9651915676603338, 0.9284944770974789, 0.9533088798756408, 0.0, 
0.9363155951482157, 0.871296371553539, 0.9016047876254939, 0.0, 
0.8690302561837726, 0.7360762757709499, 0.8109503473847388, 0.0, 
0.8611736481539629, 0.7084375729593803, 0.780884749562134, 0.0, 
0.9410838818160357, 0.8822350330384102, 0.9096170804079082, 0.0, 
0.8728988405806267, 0.718149640391666, 0.7814342088279128, 0.0, 
0.9289331729531404, 0.8147837067276746, 0.8741336959529373, 0.0, 
0.9545102437980792, 0.9172918840375386, 0.9383129405369928, 0.0, 
0.9535347926942135, 0.9134745091556459, 0.9349230672196277, 0.0, 
0.9629948291609216, 0.9196465507988871, 0.933914973436115, 0.0, 
0.9462359913279635, 0.8810877576794319, 0.9149624832873411, 0.0, 
0.9469281263335811, 0.8914091624573622, 0.922706123479674, 0.0, 
0.9714733223389834, 0.9330482391942955, 0.9536795009097365, 0.0, 
0.9290654465020735, 0.8686202680398329, 0.8884621931396456, 0.0, 
0.9238282179359141, 0.8446708580930284, 0.8916393178220616, 0.0, 
0.9041334215283444, 0.8084393758749308, 0.8603793909766297, 0.0, 
0.9448625942950457, 0.85587846863694, 0.9070415767140338, 0.0, 
0.9255082703404622, 0.8463966797655675, 0.8843924898896737, 0.0, 
0.9319175752722942, 0.8656135800659887, 0.8984591061613907, 0.0, 
