Mean performance on the last batch at each run 
PMAUC, WAUC, EWAUC, G-mean 
0.6548919693392092, 0.4906078553967175, 0.5784990252865584, 0.0, 
0.6149000452065725, 0.41639327064567955, 0.5318041356912078, 0.0, 
0.6689768819187173, 0.5148982552777664, 0.5924724496123299, 0.0, 
0.6902249660714828, 0.5361644811033203, 0.6217022174978651, 0.0, 
0.6922143082278176, 0.5409276487613476, 0.6207354195170479, 0.0, 
0.6754226196130544, 0.5158340502522061, 0.5900551478004938, 0.0, 
0.6109180759773165, 0.43396088820725753, 0.5182654871389362, 0.0, 
0.6648922220565432, 0.4847617365958352, 0.5907195022589206, 0.0, 
0.6270758473157373, 0.44985244967754084, 0.5460252295739119, 0.0, 
0.685682904901111, 0.5210884583098637, 0.6165463362670043, 0.0, 
0.6538659436759019, 0.5047424931454271, 0.5753681252819914, 0.0, 
0.5912022256602748, 0.4175251685133723, 0.49960648710444083, 0.0, 
0.6457988262150579, 0.4727517556289521, 0.5736848198871036, 0.0, 
0.6612333630721783, 0.5165423638417297, 0.5827546278308455, 0.0, 
0.5647447448487731, 0.3923927810816746, 0.46810956719983826, 0.0, 
0.6715426032340215, 0.5405355791996909, 0.5980073986529183, 0.0, 
0.6325685018020634, 0.4486522757603808, 0.5522424707413782, 0.0, 
0.7006799709888644, 0.542410720075265, 0.6308090234946728, 0.0, 
0.6417490217930852, 0.46359660932242264, 0.5577904668583333, 0.0, 
0.6186704027769807, 0.45652870721438316, 0.5358811696130975, 0.0, 
0.6296809108193953, 0.4548235623540764, 0.536443481238285, 0.0, 
0.700191167961705, 0.5323263136320806, 0.632429902766337, 0.0, 
0.6437282264733715, 0.47761646047066525, 0.5696070301236542, 0.0, 
0.6677812839465705, 0.5019170006553588, 0.5960957299458358, 0.0, 
0.6816294063796631, 0.5242608489702745, 0.6110950443895294, 0.0, 
0.6571717983911464, 0.4952398546832196, 0.5753407739077548, 0.0, 
0.6494371474049475, 0.46657209109892067, 0.5696394627049465, 0.0, 
0.7071320305507419, 0.5555658875550558, 0.6452382904726028, 0.0, 
0.630345886457366, 0.470448756034214, 0.5406847528154899, 0.0, 
0.6818179304447647, 0.5198871702272725, 0.6148277979697678, 0.0, 
0.6472458805482242, 0.47022895699725786, 0.5716646209509867, 0.0, 
0.686877290013994, 0.5425976415405211, 0.6198650890219131, 0.0, 
0.6771517510779518, 0.4898352653438931, 0.5986227525239203, 0.0, 
0.6295146523205585, 0.4212729475679018, 0.5463863102972317, 0.0, 
0.6714576963838063, 0.5149544787562875, 0.5954614429982718, 0.0, 
0.6504069700600373, 0.4773668683724772, 0.5708413114789829, 0.0, 
0.6402889426178695, 0.4451451377264632, 0.5640764444280918, 0.0, 
0.6242708046868692, 0.44518777319395514, 0.53433598137604, 0.0, 
0.6647190836887268, 0.4832984918731031, 0.5759986914060294, 0.0, 
0.6687122541026369, 0.515784911499976, 0.5920340899152526, 0.0, 
0.6858108506789884, 0.5377911931116542, 0.614516344791824, 0.0, 
0.6556001391952463, 0.48052566332278474, 0.5811013302359117, 0.0, 
0.637013407383046, 0.4522186560776271, 0.555504005573689, 0.0, 
0.6424489020914006, 0.4575263028211533, 0.5561672920866051, 0.0, 
0.6840369850357011, 0.5404373575989653, 0.6180146251522669, 0.0, 
0.6498412711441558, 0.48793852138220156, 0.5719030558064925, 0.0, 
0.6939620442000155, 0.5296542926013932, 0.623650710755783, 0.0, 
0.6722201039252158, 0.4949794096810264, 0.5992604644265146, 0.0, 
0.6932210469354697, 0.5580658450075773, 0.6278619840458121, 0.0, 
0.6939520907289582, 0.5458934591250915, 0.6283907936274347, 0.0, 
