Mean performance on the last batch at each run 
PMAUC, WAUC, EWAUC, G-mean 
0.6190192192248549, 0.5452617706301557, 0.582765372139426, 0.0, 
0.6516920899096383, 0.5945279326658846, 0.6181010199776427, 0.0, 
0.5698908185470646, 0.49533646818648563, 0.5314242429705927, 0.0, 
0.5900722453395416, 0.5173047508594584, 0.5689377193236621, 0.0, 
0.6522766691726559, 0.61068651757653, 0.6256722857849677, 0.0, 
0.6047146565537911, 0.5049352826037559, 0.5694957480779534, 0.0, 
0.6151537552595079, 0.5267971235744331, 0.5817975969146592, 0.0, 
0.6514134320188318, 0.5786062738510516, 0.6205630476295586, 0.0, 
0.6754896631273004, 0.6132271236124472, 0.6517618585150218, 0.0, 
0.5979729007388809, 0.5072007701809637, 0.5694583376535725, 0.0, 
0.5658287522179438, 0.4482318364022793, 0.5268622329050198, 0.0, 
0.6266292236128209, 0.5430240375180296, 0.5930021024173843, 0.0, 
0.6187393648186895, 0.572768819066368, 0.5835013143891246, 0.0, 
0.6138896944808435, 0.5214368634915062, 0.5768179271119737, 0.0, 
0.6806212510446488, 0.6586023684875715, 0.661662876899327, 0.0, 
0.5714762500311681, 0.4932748421784701, 0.5257953609519272, 0.0, 
0.6087474131339652, 0.5098922375726369, 0.5773258438251097, 0.0, 
0.6743792305864105, 0.6580235727931361, 0.65402425119328, 0.0, 
0.5760442377253722, 0.46245971959180904, 0.537674363509797, 0.0, 
0.595243513346208, 0.5236873320392287, 0.5594981326593502, 0.0, 
0.6474507133057859, 0.5762398961396157, 0.6223801512892362, 0.0, 
0.5915411540905047, 0.5185454685270792, 0.5567023983521066, 0.0, 
0.7323752911367436, 0.7389174794391717, 0.7171347957048002, 0.0, 
0.6167801937912374, 0.5389366695092059, 0.588157378868219, 0.0, 
0.6316893935564972, 0.5836987959500488, 0.5998713938804191, 0.0, 
